i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.89,,,,,,,,,,,,,,,,,,,
2,10.33,11.51,,,,,,,,,,,,,,,,,,
3,9.76,10.94,11.63,,,,,,,,,,,,,,,,,
4,9.20,10.38,11.06,11.72,,,,,,,,,,,,,,,,
5,8.64,9.81,10.50,11.16,11.80,,,,,,,,,,,,,,,
6,8.07,9.25,9.93,10.59,11.24,11.87,,,,,,,,,,,,,,
7,7.51,8.69,9.37,10.03,10.67,11.30,11.92,,,,,,,,,,,,,
8,6.94,8.12,8.81,9.47,10.11,10.74,11.36,11.97,,,,,,,,,,,,
9,6.38,7.56,8.24,8.90,9.54,10.18,10.80,11.41,12.02,,,,,,,,,,,
10,5.82,6.99,7.68,8.34,8.98,9.61,10.23,10.85,11.45,12.05,,,,,,,,,,
11,5.25,6.43,7.11,7.77,8.42,9.05,9.67,10.28,10.89,11.49,12.08,,,,,,,,,
12,4.69,5.87,6.55,7.21,7.85,8.48,9.10,9.72,10.32,10.92,11.52,12.11,,,,,,,,
13,4.12,5.30,5.99,6.65,7.29,7.92,8.54,9.15,9.76,10.36,10.96,11.55,12.14,,,,,,,
14,3.56,4.74,5.42,6.08,6.73,7.36,7.98,8.59,9.20,9.80,10.39,10.98,11.57,12.16,,,,,,
15,3.00,4.17,4.86,5.52,6.16,6.79,7.41,8.03,8.63,9.23,9.83,10.42,11.01,11.59,12.17,,,,,
16,2.43,3.61,4.29,4.95,5.60,6.23,6.85,7.46,8.07,8.67,9.26,9.86,10.44,11.03,11.61,12.19,,,,
17,1.87,3.04,3.73,4.39,5.03,5.66,6.28,6.89,7.50,8.10,8.70,9.29,9.88,10.46,11.04,11.62,12.20,,,
18,1.31,2.47,3.15,3.81,4.45,5.08,5.70,6.31,6.92,7.52,8.11,8.70,9.29,9.87,10.45,11.03,11.61,12.18,,
19,0.72,1.87,2.52,3.15,3.78,4.39,5.00,5.60,6.19,6.78,7.36,7.95,8.52,9.10,9.67,10.24,10.81,11.38,11.94,
20,0.00,0.96,1.46,1.96,2.46,2.96,3.46,3.96,4.46,4.96,5.46,5.96,6.46,6.96,7.46,7.96,8.46,8.96,9.46,9.96
