i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.60,,,,,,,,,,,,,,,,,,
2,1.60,2.56,,,,,,,,,,,,,,,,,
3,1.60,2.56,3.62,,,,,,,,,,,,,,,,
4,1.60,2.56,3.62,4.67,,,,,,,,,,,,,,,
5,1.60,2.56,3.62,4.67,5.71,,,,,,,,,,,,,,
6,1.60,2.56,3.62,4.67,5.71,6.75,,,,,,,,,,,,,
7,1.60,2.56,3.62,4.67,5.71,6.75,7.79,,,,,,,,,,,,
8,1.60,2.56,3.62,4.67,5.71,6.75,7.79,8.82,,,,,,,,,,,
9,1.60,2.56,3.62,4.67,5.71,6.75,7.79,8.82,9.85,,,,,,,,,,
10,1.60,2.56,3.62,4.67,5.71,6.75,7.79,8.82,9.85,10.89,,,,,,,,,
11,1.60,2.56,3.62,4.67,5.71,6.75,7.79,8.82,9.85,10.89,11.91,,,,,,,,
12,1.60,2.56,3.62,4.67,5.71,6.75,7.79,8.82,9.85,10.89,11.91,12.94,,,,,,,
13,1.60,2.56,3.62,4.67,5.71,6.75,7.79,8.82,9.85,10.89,11.91,12.94,13.97,,,,,,
14,1.60,2.56,3.62,4.67,5.71,6.75,7.79,8.82,9.85,10.89,11.91,12.94,13.97,14.99,,,,,
15,1.60,2.56,3.62,4.67,5.71,6.75,7.79,8.82,9.85,10.88,11.91,12.94,13.97,14.99,16.02,,,,
16,1.59,2.56,3.62,4.67,5.71,6.75,7.79,8.82,9.85,10.88,11.91,12.94,13.96,14.99,16.01,17.04,,,
17,1.59,2.55,3.61,4.66,5.70,6.74,7.77,8.81,9.84,10.87,11.90,12.93,13.95,14.98,16.00,17.02,18.04,,
18,1.54,2.47,3.52,4.56,5.60,6.63,7.66,8.69,9.72,10.75,11.77,12.80,13.82,14.84,15.86,16.88,17.90,18.92,
19,1.04,2.02,2.99,3.97,4.96,5.95,6.94,7.93,8.93,9.92,10.92,11.92,12.92,13.91,14.91,15.91,16.91,17.91,18.91
