i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.83,,,,,,,,,,,,,,,,,,,
2,10.26,11.30,,,,,,,,,,,,,,,,,,
3,9.70,10.74,11.43,,,,,,,,,,,,,,,,,
4,9.13,10.18,10.87,11.53,,,,,,,,,,,,,,,,
5,8.57,9.61,10.30,10.97,11.62,,,,,,,,,,,,,,,
6,8.01,9.05,9.74,10.41,11.05,11.69,,,,,,,,,,,,,,
7,7.44,8.48,9.18,9.84,10.49,11.13,11.75,,,,,,,,,,,,,
8,6.88,7.92,8.61,9.28,9.93,10.56,11.19,11.80,,,,,,,,,,,,
9,6.31,7.36,8.05,8.71,9.36,10.00,10.62,11.24,11.85,,,,,,,,,,,
10,5.75,6.79,7.48,8.15,8.80,9.43,10.06,10.67,11.28,11.89,,,,,,,,,,
11,5.19,6.23,6.92,7.59,8.24,8.87,9.49,10.11,10.72,11.32,11.92,,,,,,,,,
12,4.62,5.66,6.36,7.02,7.67,8.31,8.93,9.55,10.15,10.76,11.35,11.95,,,,,,,,
13,4.06,5.10,5.79,6.46,7.11,7.74,8.37,8.98,9.59,10.19,10.79,11.38,11.97,,,,,,,
14,3.49,4.54,5.23,5.90,6.54,7.18,7.80,8.42,9.03,9.63,10.23,10.82,11.41,11.99,,,,,,
15,2.93,3.97,4.66,5.33,5.98,6.61,7.24,7.85,8.46,9.07,9.66,10.26,10.85,11.43,12.01,,,,,
16,2.37,3.41,4.10,4.77,5.42,6.05,6.67,7.29,7.90,8.50,9.10,9.69,10.28,10.87,11.45,12.03,,,,
17,1.80,2.84,3.53,4.20,4.85,5.48,6.11,6.72,7.33,7.93,8.53,9.12,9.71,10.30,10.88,11.46,12.04,,,
18,1.24,2.28,2.96,3.63,4.27,4.90,5.53,6.14,6.75,7.35,7.95,8.54,9.13,9.71,10.29,10.87,11.45,12.02,,
19,0.64,1.67,2.33,2.97,3.60,4.22,4.83,5.43,6.02,6.62,7.20,7.79,8.36,8.94,9.52,10.09,10.66,11.22,11.79,
20,0.00,0.83,1.33,1.83,2.33,2.83,3.33,3.83,4.33,4.83,5.33,5.83,6.33,6.83,7.33,7.83,8.33,8.83,9.33,9.83
