i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.87,,,,,,,,,,,,,,,,,,
2,0.87,1.88,,,,,,,,,,,,,,,,,
3,0.87,1.88,2.94,,,,,,,,,,,,,,,,
4,0.87,1.88,2.94,3.95,,,,,,,,,,,,,,,
5,0.87,1.88,2.94,3.95,4.96,,,,,,,,,,,,,,
6,0.87,1.88,2.94,3.95,4.96,5.99,,,,,,,,,,,,,
7,0.87,1.88,2.94,3.95,4.96,5.99,7.02,,,,,,,,,,,,
8,0.87,1.88,2.94,3.95,4.96,5.99,7.02,8.05,,,,,,,,,,,
9,0.87,1.88,2.94,3.95,4.96,5.99,7.02,8.05,9.08,,,,,,,,,,
10,0.87,1.88,2.94,3.95,4.96,5.99,7.02,8.05,9.08,10.12,,,,,,,,,
11,0.87,1.88,2.94,3.95,4.96,5.99,7.02,8.05,9.08,10.12,11.15,,,,,,,,
12,0.87,1.88,2.94,3.95,4.96,5.99,7.02,8.05,9.08,10.12,11.15,12.18,,,,,,,
13,0.87,1.88,2.94,3.95,4.96,5.99,7.02,8.05,9.08,10.12,11.15,12.18,13.20,,,,,,
14,0.87,1.88,2.94,3.95,4.96,5.99,7.02,8.05,9.08,10.12,11.15,12.18,13.20,14.23,,,,,
15,0.87,1.88,2.94,3.94,4.96,5.99,7.02,8.05,9.08,10.11,11.15,12.18,13.20,14.23,15.26,,,,
16,0.86,1.88,2.94,3.94,4.96,5.99,7.02,8.05,9.08,10.11,11.14,12.17,13.20,14.23,15.25,16.28,,,
17,0.86,1.87,2.93,3.94,4.95,5.98,7.01,8.04,9.07,10.10,11.13,12.16,13.19,14.22,15.24,16.27,17.29,,
18,0.80,1.80,2.86,3.85,4.86,5.88,6.91,7.93,8.96,9.99,11.01,12.04,13.06,14.09,15.11,16.13,17.15,18.17,
19,0.59,1.45,2.37,3.31,4.28,5.25,6.24,7.22,8.22,9.21,10.21,11.20,12.20,13.20,14.20,15.20,16.20,17.20,18.20
