i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.72,,,,,,,,,,,,,,,,,,
2,1.72,2.74,,,,,,,,,,,,,,,,,
3,1.72,2.74,3.80,,,,,,,,,,,,,,,,
4,1.72,2.74,3.80,4.85,,,,,,,,,,,,,,,
5,1.72,2.74,3.80,4.85,5.90,,,,,,,,,,,,,,
6,1.72,2.74,3.80,4.85,5.90,6.94,,,,,,,,,,,,,
7,1.72,2.74,3.80,4.85,5.90,6.94,7.97,,,,,,,,,,,,
8,1.72,2.74,3.80,4.85,5.90,6.94,7.97,9.01,,,,,,,,,,,
9,1.72,2.74,3.80,4.85,5.90,6.94,7.97,9.01,10.04,,,,,,,,,,
10,1.72,2.74,3.80,4.85,5.90,6.94,7.97,9.01,10.04,11.07,,,,,,,,,
11,1.72,2.74,3.80,4.85,5.90,6.94,7.97,9.01,10.04,11.07,12.10,,,,,,,,
12,1.72,2.74,3.80,4.85,5.90,6.94,7.97,9.01,10.04,11.07,12.10,13.12,,,,,,,
13,1.72,2.74,3.80,4.85,5.90,6.94,7.97,9.01,10.04,11.07,12.10,13.12,14.15,,,,,,
14,1.72,2.74,3.80,4.85,5.90,6.94,7.97,9.01,10.04,11.07,12.10,13.12,14.15,15.17,,,,,
15,1.72,2.74,3.80,4.85,5.90,6.94,7.97,9.01,10.04,11.07,12.10,13.12,14.15,15.17,16.20,,,,
16,1.72,2.74,3.80,4.85,5.90,6.93,7.97,9.00,10.03,11.06,12.09,13.12,14.15,15.17,16.19,17.22,,,
17,1.72,2.73,3.79,4.84,5.89,6.92,7.96,8.99,10.02,11.05,12.08,13.11,14.13,15.16,16.18,17.20,18.22,,
18,1.66,2.65,3.70,4.75,5.79,6.82,7.85,8.88,9.91,10.93,11.96,12.98,14.00,15.02,16.05,17.07,18.08,19.10,
19,1.21,2.20,3.17,4.15,5.14,6.13,7.12,8.11,9.11,10.10,11.10,12.10,13.10,14.10,15.09,16.09,17.09,18.09,19.09
