i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.44,,,,,,,,,,,,,,,,,,
2,1.44,2.37,,,,,,,,,,,,,,,,,
3,1.44,2.37,3.41,,,,,,,,,,,,,,,,
4,1.44,2.37,3.41,4.46,,,,,,,,,,,,,,,
5,1.44,2.37,3.41,4.46,5.50,,,,,,,,,,,,,,
6,1.44,2.37,3.41,4.46,5.50,6.54,,,,,,,,,,,,,
7,1.44,2.37,3.41,4.46,5.50,6.54,7.57,,,,,,,,,,,,
8,1.44,2.37,3.41,4.46,5.50,6.54,7.57,8.61,,,,,,,,,,,
9,1.44,2.37,3.41,4.46,5.50,6.54,7.57,8.61,9.63,,,,,,,,,,
10,1.44,2.37,3.41,4.46,5.50,6.54,7.57,8.61,9.63,10.66,,,,,,,,,
11,1.44,2.37,3.41,4.46,5.50,6.54,7.57,8.61,9.63,10.66,11.69,,,,,,,,
12,1.44,2.37,3.41,4.46,5.50,6.54,7.57,8.61,9.63,10.66,11.69,12.72,,,,,,,
13,1.44,2.37,3.41,4.46,5.50,6.54,7.57,8.61,9.63,10.66,11.69,12.72,13.74,,,,,,
14,1.44,2.37,3.41,4.46,5.50,6.54,7.57,8.61,9.63,10.66,11.69,12.72,13.74,14.77,,,,,
15,1.44,2.37,3.41,4.46,5.50,6.54,7.57,8.61,9.63,10.66,11.69,12.72,13.74,14.77,15.79,,,,
16,1.44,2.37,3.41,4.46,5.50,6.54,7.57,8.60,9.63,10.66,11.69,12.72,13.74,14.77,15.79,16.81,,,
17,1.43,2.36,3.40,4.45,5.49,6.53,7.56,8.59,9.62,10.65,11.68,12.71,13.73,14.75,15.78,16.80,17.82,,
18,1.40,2.30,3.33,4.37,5.40,6.43,7.46,8.49,9.52,10.54,11.57,12.59,13.61,14.63,15.66,16.67,17.69,18.71,
19,0.91,1.87,2.84,3.82,4.81,5.80,6.79,7.79,8.78,9.78,10.78,11.77,12.77,13.77,14.77,15.77,16.77,17.77,18.77
