i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.55,,,,,,,,,,,,,,,,,,
2,1.55,2.50,,,,,,,,,,,,,,,,,
3,1.55,2.50,3.56,,,,,,,,,,,,,,,,
4,1.55,2.50,3.56,4.61,,,,,,,,,,,,,,,
5,1.55,2.50,3.56,4.61,5.65,,,,,,,,,,,,,,
6,1.55,2.50,3.56,4.61,5.65,6.69,,,,,,,,,,,,,
7,1.55,2.50,3.56,4.61,5.65,6.69,7.72,,,,,,,,,,,,
8,1.55,2.50,3.56,4.61,5.65,6.69,7.72,8.76,,,,,,,,,,,
9,1.55,2.50,3.56,4.61,5.65,6.69,7.72,8.76,9.79,,,,,,,,,,
10,1.55,2.50,3.56,4.61,5.65,6.69,7.72,8.76,9.79,10.82,,,,,,,,,
11,1.55,2.50,3.56,4.61,5.65,6.69,7.72,8.76,9.79,10.82,11.85,,,,,,,,
12,1.55,2.50,3.56,4.61,5.65,6.69,7.72,8.76,9.79,10.82,11.85,12.88,,,,,,,
13,1.55,2.50,3.56,4.61,5.65,6.69,7.72,8.76,9.79,10.82,11.85,12.88,13.90,,,,,,
14,1.55,2.50,3.56,4.61,5.65,6.69,7.72,8.76,9.79,10.82,11.85,12.88,13.90,14.93,,,,,
15,1.55,2.50,3.56,4.61,5.65,6.69,7.72,8.76,9.79,10.82,11.85,12.88,13.90,14.93,15.95,,,,
16,1.55,2.50,3.56,4.61,5.64,6.68,7.72,8.76,9.79,10.82,11.85,12.88,13.90,14.93,15.95,16.97,,,
17,1.54,2.49,3.55,4.59,5.63,6.67,7.71,8.74,9.78,10.80,11.84,12.86,13.89,14.91,15.94,16.95,17.98,,
18,1.50,2.42,3.46,4.50,5.54,6.58,7.61,8.63,9.66,10.69,11.71,12.73,13.76,14.78,15.80,16.82,17.84,18.86,
19,1.00,1.97,2.94,3.92,4.91,5.89,6.89,7.88,8.88,9.88,10.87,11.87,12.87,13.86,14.86,15.86,16.86,17.86,18.86
