i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.56,,,,,,,,,,,,,,,,,,
2,1.56,2.51,,,,,,,,,,,,,,,,,
3,1.56,2.51,3.56,,,,,,,,,,,,,,,,
4,1.56,2.51,3.56,4.61,,,,,,,,,,,,,,,
5,1.56,2.51,3.56,4.61,5.65,,,,,,,,,,,,,,
6,1.56,2.51,3.56,4.61,5.65,6.69,,,,,,,,,,,,,
7,1.56,2.51,3.56,4.61,5.65,6.69,7.73,,,,,,,,,,,,
8,1.56,2.51,3.56,4.61,5.65,6.69,7.73,8.76,,,,,,,,,,,
9,1.56,2.51,3.56,4.61,5.65,6.69,7.73,8.76,9.80,,,,,,,,,,
10,1.56,2.51,3.56,4.61,5.65,6.69,7.73,8.76,9.80,10.83,,,,,,,,,
11,1.56,2.51,3.56,4.61,5.65,6.69,7.73,8.76,9.80,10.83,11.86,,,,,,,,
12,1.56,2.51,3.56,4.61,5.65,6.69,7.73,8.76,9.80,10.83,11.86,12.88,,,,,,,
13,1.56,2.51,3.56,4.61,5.65,6.69,7.73,8.76,9.80,10.83,11.86,12.88,13.91,,,,,,
14,1.56,2.51,3.56,4.61,5.65,6.69,7.73,8.76,9.80,10.83,11.86,12.88,13.91,14.93,,,,,
15,1.56,2.50,3.56,4.61,5.65,6.69,7.73,8.76,9.80,10.83,11.86,12.88,13.91,14.93,15.96,,,,
16,1.56,2.50,3.56,4.61,5.65,6.69,7.73,8.76,9.79,10.82,11.85,12.88,13.91,14.93,15.95,16.98,,,
17,1.55,2.50,3.55,4.60,5.64,6.68,7.72,8.75,9.78,10.81,11.84,12.87,13.89,14.92,15.94,16.96,17.98,,
18,1.51,2.42,3.46,4.50,5.54,6.57,7.61,8.64,9.66,10.69,11.72,12.74,13.76,14.78,15.80,16.82,17.84,18.86,
19,0.99,1.97,2.94,3.92,4.90,5.89,6.88,7.88,8.87,9.87,10.86,11.86,12.86,13.86,14.85,15.85,16.85,17.85,18.85
