i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.76,,,,,,,,,,,,,,,,,,,
2,10.20,11.17,,,,,,,,,,,,,,,,,,
3,9.64,10.60,11.30,,,,,,,,,,,,,,,,,
4,9.07,10.04,10.74,11.40,,,,,,,,,,,,,,,,
5,8.51,9.48,10.17,10.84,11.49,,,,,,,,,,,,,,,
6,7.95,8.91,9.61,10.28,10.93,11.57,,,,,,,,,,,,,,
7,7.39,8.35,9.05,9.72,10.37,11.00,11.63,,,,,,,,,,,,,
8,6.82,7.79,8.48,9.15,9.80,10.44,11.07,11.68,,,,,,,,,,,,
9,6.26,7.22,7.92,8.59,9.24,9.88,10.50,11.12,11.73,,,,,,,,,,,
10,5.70,6.66,7.36,8.03,8.68,9.32,9.94,10.56,11.17,11.77,,,,,,,,,,
11,5.13,6.10,6.79,7.46,8.12,8.75,9.38,10.00,10.61,11.21,11.81,,,,,,,,,
12,4.57,5.54,6.23,6.90,7.55,8.19,8.82,9.43,10.04,10.65,11.24,11.84,,,,,,,,
13,4.01,4.97,5.67,6.34,6.99,7.63,8.25,8.87,9.48,10.08,10.68,11.28,11.87,,,,,,,
14,3.44,4.41,5.11,5.78,6.43,7.06,7.69,8.31,8.92,9.52,10.12,10.71,11.30,11.89,,,,,,
15,2.88,3.85,4.54,5.21,5.86,6.50,7.13,7.74,8.35,8.96,9.56,10.15,10.74,11.33,11.91,,,,,
16,2.32,3.28,3.98,4.65,5.30,5.94,6.56,7.18,7.79,8.39,8.99,9.59,10.18,10.76,11.35,11.93,,,,
17,1.75,2.72,3.41,4.08,4.73,5.37,6.00,6.61,7.22,7.83,8.43,9.02,9.61,10.20,10.78,11.36,11.94,,,
18,1.20,2.15,2.84,3.51,4.16,4.79,5.42,6.03,6.64,7.25,7.84,8.43,9.02,9.61,10.19,10.77,11.35,11.92,,
19,0.58,1.54,2.21,2.86,3.49,4.11,4.72,5.33,5.92,6.51,7.10,7.69,8.27,8.84,9.42,9.99,10.56,11.13,11.69,
20,0.00,0.75,1.25,1.75,2.25,2.75,3.25,3.75,4.25,4.75,5.25,5.75,6.25,6.75,7.25,7.75,8.25,8.75,9.25,9.75
