i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.22,,,,,,,,,,,,,,,,,,,
2,9.67,10.52,,,,,,,,,,,,,,,,,,
3,9.13,9.98,10.67,,,,,,,,,,,,,,,,,
4,8.59,9.43,10.13,10.79,,,,,,,,,,,,,,,,
5,8.04,8.89,9.58,10.25,10.90,,,,,,,,,,,,,,,
6,7.50,8.35,9.04,9.71,10.36,10.99,,,,,,,,,,,,,,
7,6.96,7.80,8.50,9.17,9.82,10.45,11.07,,,,,,,,,,,,,
8,6.42,7.26,7.96,8.62,9.27,9.91,10.53,11.15,,,,,,,,,,,,
9,5.87,6.72,7.41,8.08,8.73,9.37,9.99,10.60,11.21,,,,,,,,,,,
10,5.33,6.18,6.87,7.54,8.19,8.82,9.45,10.06,10.67,11.27,,,,,,,,,,
11,4.79,5.63,6.33,7.00,7.64,8.28,8.90,9.52,10.12,10.73,11.32,,,,,,,,,
12,4.25,5.09,5.78,6.45,7.10,7.74,8.36,8.97,9.58,10.18,10.78,11.37,,,,,,,,
13,3.70,4.55,5.24,5.91,6.56,7.19,7.82,8.43,9.04,9.64,10.23,10.83,11.41,,,,,,,
14,3.16,4.01,4.70,5.37,6.02,6.65,7.27,7.89,8.50,9.10,9.69,10.28,10.87,11.45,,,,,,
15,2.62,3.46,4.16,4.82,5.47,6.11,6.73,7.35,7.95,8.55,9.15,9.74,10.33,10.91,11.49,,,,,
16,2.07,2.92,3.61,4.28,4.93,5.57,6.19,6.80,7.41,8.01,8.61,9.20,9.78,10.37,10.95,11.52,,,,
17,1.53,2.38,3.07,3.74,4.39,5.02,5.64,6.26,6.86,7.47,8.06,8.65,9.24,9.82,10.40,10.98,11.55,,,
18,0.99,1.83,2.52,3.19,3.83,4.47,5.09,5.70,6.31,6.91,7.50,8.09,8.67,9.26,9.84,10.41,10.99,11.56,,
19,0.45,1.25,1.92,2.57,3.20,3.82,4.43,5.03,5.63,6.22,6.80,7.38,7.96,8.53,9.11,9.68,10.24,10.81,11.37,
20,0.00,0.58,1.08,1.58,2.08,2.58,3.08,3.58,4.08,4.58,5.08,5.58,6.08,6.58,7.08,7.58,8.08,8.58,9.08,9.58
