i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.83,,,,,,,,,,,,,,,,,,,
2,10.26,11.31,,,,,,,,,,,,,,,,,,
3,9.70,10.75,11.44,,,,,,,,,,,,,,,,,
4,9.14,10.18,10.88,11.54,,,,,,,,,,,,,,,,
5,8.57,9.62,10.31,10.98,11.63,,,,,,,,,,,,,,,
6,8.01,9.06,9.75,10.41,11.06,11.70,,,,,,,,,,,,,,
7,7.44,8.49,9.18,9.85,10.50,11.13,11.76,,,,,,,,,,,,,
8,6.88,7.93,8.62,9.29,9.93,10.57,11.19,11.81,,,,,,,,,,,,
9,6.32,7.36,8.06,8.72,9.37,10.00,10.63,11.24,11.85,,,,,,,,,,,
10,5.75,6.80,7.49,8.16,8.81,9.44,10.06,10.68,11.29,11.89,,,,,,,,,,
11,5.19,6.24,6.93,7.59,8.24,8.88,9.50,10.12,10.72,11.33,11.92,,,,,,,,,
12,4.62,5.67,6.36,7.03,7.68,8.31,8.94,9.55,10.16,10.76,11.36,11.95,,,,,,,,
13,4.06,5.11,5.80,6.47,7.11,7.75,8.37,8.99,9.60,10.20,10.80,11.39,11.98,,,,,,,
14,3.50,4.54,5.24,5.90,6.55,7.18,7.81,8.42,9.03,9.64,10.23,10.83,11.42,12.00,,,,,,
15,2.93,3.98,4.67,5.34,5.99,6.62,7.24,7.86,8.47,9.07,9.67,10.26,10.85,11.44,12.02,,,,,
16,2.37,3.42,4.11,4.77,5.42,6.06,6.68,7.30,7.90,8.51,9.10,9.70,10.29,10.87,11.46,12.03,,,,
17,1.80,2.85,3.54,4.21,4.86,5.49,6.11,6.73,7.34,7.94,8.54,9.13,9.72,10.30,10.89,11.47,12.04,,,
18,1.25,2.28,2.97,3.63,4.28,4.91,5.53,6.15,6.75,7.36,7.95,8.54,9.13,9.72,10.30,10.88,11.45,12.03,,
19,0.64,1.67,2.34,2.98,3.61,4.22,4.83,5.43,6.03,6.62,7.21,7.79,8.37,8.95,9.52,10.09,10.66,11.23,11.79,
20,0.00,0.83,1.33,1.83,2.33,2.83,3.33,3.83,4.33,4.83,5.33,5.83,6.33,6.83,7.33,7.83,8.33,8.83,9.33,9.83
