i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.35,,,,,,,,,,,,,,,,,,,
2,9.81,10.74,,,,,,,,,,,,,,,,,,
3,9.27,10.20,10.89,,,,,,,,,,,,,,,,,
4,8.73,9.66,10.35,11.01,,,,,,,,,,,,,,,,
5,8.18,9.12,9.80,10.46,11.11,,,,,,,,,,,,,,,
6,7.64,8.57,9.26,9.92,10.57,11.19,,,,,,,,,,,,,,
7,7.10,8.03,8.72,9.38,10.02,10.65,11.27,,,,,,,,,,,,,
8,6.56,7.49,8.18,8.84,9.48,10.11,10.73,11.34,,,,,,,,,,,,
9,6.01,6.95,7.63,8.29,8.94,9.57,10.19,10.80,11.40,,,,,,,,,,,
10,5.47,6.40,7.09,7.75,8.39,9.02,9.64,10.25,10.86,11.45,,,,,,,,,,
11,4.93,5.86,6.55,7.21,7.85,8.48,9.10,9.71,10.31,10.91,11.50,,,,,,,,,
12,4.38,5.32,6.00,6.67,7.31,7.94,8.56,9.17,9.77,10.37,10.96,11.55,,,,,,,,
13,3.84,4.77,5.46,6.12,6.77,7.40,8.01,8.62,9.23,9.83,10.42,11.01,11.59,,,,,,,
14,3.30,4.23,4.92,5.58,6.22,6.85,7.47,8.08,8.69,9.28,9.88,10.46,11.05,11.63,,,,,,
15,2.76,3.69,4.38,5.04,5.68,6.31,6.93,7.54,8.14,8.74,9.33,9.92,10.51,11.09,11.67,,,,,
16,2.21,3.15,3.83,4.49,5.14,5.77,6.39,7.00,7.60,8.20,8.79,9.38,9.96,10.54,11.12,11.70,,,,
17,1.67,2.60,3.29,3.95,4.59,5.22,5.84,6.45,7.05,7.65,8.24,8.83,9.42,10.00,10.58,11.15,11.73,,,
18,1.13,2.06,2.74,3.40,4.04,4.67,5.28,5.89,6.50,7.09,7.68,8.27,8.85,9.44,10.01,10.59,11.16,11.73,,
19,0.55,1.48,2.14,2.78,3.40,4.02,4.62,5.22,5.81,6.40,6.98,7.56,8.14,8.71,9.28,9.85,10.41,10.98,11.54,
20,0.00,0.72,1.22,1.72,2.22,2.72,3.22,3.72,4.22,4.72,5.22,5.72,6.22,6.72,7.22,7.72,8.22,8.72,9.22,9.72
