i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,7.59,,,,,,,,,,,,,,,,,,,
2,7.18,7.84,,,,,,,,,,,,,,,,,,
3,6.78,7.43,8.07,,,,,,,,,,,,,,,,,
4,6.37,7.03,7.67,8.28,,,,,,,,,,,,,,,,
5,5.97,6.63,7.26,7.87,8.47,,,,,,,,,,,,,,,
6,5.56,6.22,6.86,7.47,8.07,8.66,,,,,,,,,,,,,,
7,5.16,5.82,6.45,7.07,7.66,8.25,8.83,,,,,,,,,,,,,
8,4.76,5.41,6.05,6.66,7.26,7.85,8.43,9.00,,,,,,,,,,,,
9,4.35,5.01,5.64,6.26,6.85,7.44,8.02,8.60,9.17,,,,,,,,,,,
10,3.95,4.60,5.24,5.85,6.45,7.04,7.62,8.19,8.76,9.33,,,,,,,,,,
11,3.54,4.20,4.83,5.45,6.04,6.63,7.21,7.79,8.36,8.92,9.48,,,,,,,,,
12,3.14,3.79,4.43,5.04,5.64,6.23,6.81,7.38,7.95,8.52,9.08,9.64,,,,,,,,
13,2.73,3.39,4.02,4.64,5.24,5.82,6.40,6.98,7.55,8.11,8.67,9.23,9.79,,,,,,,
14,2.33,2.98,3.62,4.23,4.83,5.42,6.00,6.57,7.14,7.71,8.27,8.83,9.39,9.94,,,,,,
15,1.92,2.58,3.22,3.83,4.43,5.01,5.59,6.17,6.74,7.30,7.86,8.42,8.98,9.54,10.09,,,,,
16,1.52,2.17,2.81,3.42,4.02,4.61,5.19,5.76,6.33,6.90,7.46,8.02,8.58,9.13,9.68,10.23,,,,
17,1.11,1.77,2.41,3.02,3.62,4.20,4.78,5.36,5.93,6.49,7.05,7.61,8.17,8.72,9.28,9.83,10.38,,,
18,0.71,1.36,2.00,2.61,3.21,3.79,4.37,4.95,5.52,6.08,6.64,7.20,7.76,8.31,8.86,9.41,9.96,10.51,,
19,0.31,0.95,1.57,2.17,2.76,3.34,3.91,4.48,5.04,5.60,6.16,6.71,7.27,7.82,8.36,8.91,9.46,10.00,10.54,
20,0.00,0.47,0.97,1.47,1.97,2.47,2.97,3.47,3.97,4.47,4.97,5.47,5.97,6.47,6.97,7.47,7.97,8.47,8.97,9.47
