i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.58,,,,,,,,,,,,,,,,,,
2,1.58,2.53,,,,,,,,,,,,,,,,,
3,1.58,2.53,3.59,,,,,,,,,,,,,,,,
4,1.58,2.53,3.59,4.64,,,,,,,,,,,,,,,
5,1.58,2.53,3.59,4.64,5.69,,,,,,,,,,,,,,
6,1.58,2.53,3.59,4.64,5.69,6.73,,,,,,,,,,,,,
7,1.58,2.53,3.59,4.64,5.69,6.73,7.76,,,,,,,,,,,,
8,1.58,2.53,3.59,4.64,5.69,6.73,7.76,8.80,,,,,,,,,,,
9,1.58,2.53,3.59,4.64,5.69,6.73,7.76,8.80,9.83,,,,,,,,,,
10,1.58,2.53,3.59,4.64,5.69,6.73,7.76,8.80,9.83,10.86,,,,,,,,,
11,1.58,2.53,3.59,4.64,5.69,6.73,7.76,8.80,9.83,10.86,11.89,,,,,,,,
12,1.58,2.53,3.59,4.64,5.69,6.73,7.76,8.80,9.83,10.86,11.89,12.91,,,,,,,
13,1.58,2.53,3.59,4.64,5.69,6.73,7.76,8.80,9.83,10.86,11.89,12.91,13.94,,,,,,
14,1.58,2.53,3.59,4.64,5.69,6.73,7.76,8.80,9.83,10.86,11.89,12.91,13.94,14.96,,,,,
15,1.58,2.53,3.59,4.64,5.69,6.72,7.76,8.80,9.83,10.86,11.89,12.91,13.94,14.96,15.99,,,,
16,1.58,2.53,3.59,4.64,5.68,6.72,7.76,8.79,9.83,10.86,11.88,12.91,13.94,14.96,15.98,17.01,,,
17,1.57,2.53,3.58,4.63,5.67,6.71,7.75,8.78,9.81,10.84,11.87,12.90,13.92,14.95,15.97,16.99,18.01,,
18,1.53,2.45,3.50,4.54,5.57,6.61,7.64,8.67,9.70,10.72,11.75,12.77,13.79,14.81,15.84,16.86,17.88,18.89,
19,1.02,2.00,2.97,3.95,4.94,5.92,6.92,7.91,8.90,9.90,10.90,11.89,12.89,13.89,14.89,15.89,16.89,17.89,18.89
