i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.46,,,,,,,,,,,,,,,,,,,
2,9.90,10.71,,,,,,,,,,,,,,,,,,
3,9.33,10.14,10.87,,,,,,,,,,,,,,,,,
4,8.77,9.58,10.31,10.99,,,,,,,,,,,,,,,,
5,8.21,9.02,9.75,10.43,11.09,,,,,,,,,,,,,,,
6,7.65,8.46,9.18,9.87,10.53,11.18,,,,,,,,,,,,,,
7,7.09,7.90,8.62,9.31,9.97,10.61,11.25,,,,,,,,,,,,,
8,6.53,7.34,8.06,8.74,9.41,10.05,10.69,11.31,,,,,,,,,,,,
9,5.97,6.78,7.50,8.18,8.85,9.49,10.13,10.75,11.37,,,,,,,,,,,
10,5.41,6.22,6.94,7.62,8.28,8.93,9.57,10.19,10.81,11.41,,,,,,,,,,
11,4.85,5.66,6.38,7.06,7.72,8.37,9.00,9.63,10.24,10.85,11.46,,,,,,,,,
12,4.29,5.10,5.82,6.50,7.16,7.81,8.44,9.07,9.68,10.29,10.89,11.49,,,,,,,,
13,3.72,4.53,5.26,5.94,6.60,7.25,7.88,8.51,9.12,9.73,10.33,10.93,11.52,,,,,,,
14,3.16,3.97,4.70,5.38,6.04,6.69,7.32,7.95,8.56,9.17,9.77,10.37,10.96,11.55,,,,,,
15,2.60,3.41,4.13,4.82,5.48,6.13,6.76,7.38,8.00,8.61,9.21,9.81,10.40,10.99,11.58,,,,,
16,2.04,2.85,3.57,4.26,4.92,5.56,6.20,6.82,7.44,8.05,8.65,9.25,9.84,10.43,11.01,11.60,,,,
17,1.48,2.29,3.01,3.69,4.36,5.00,5.64,6.26,6.87,7.48,8.09,8.68,9.28,9.86,10.45,11.03,11.61,,,
18,0.92,1.73,2.45,3.12,3.78,4.43,5.06,5.68,6.30,6.90,7.50,8.10,8.69,9.28,9.86,10.45,11.02,11.60,,
19,0.39,1.14,1.83,2.49,3.13,3.76,4.38,4.99,5.59,6.19,6.78,7.36,7.95,8.53,9.10,9.68,10.25,10.82,11.38,
20,0.00,0.51,1.01,1.51,2.01,2.51,3.01,3.51,4.01,4.51,5.01,5.51,6.01,6.51,7.01,7.51,8.01,8.51,9.01,9.51
