i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.96,,,,,,,,,,,,,,,,,,
2,0.96,2.07,,,,,,,,,,,,,,,,,
3,0.96,2.07,3.04,,,,,,,,,,,,,,,,
4,0.96,2.07,3.04,4.05,,,,,,,,,,,,,,,
5,0.96,2.07,3.04,4.05,5.08,,,,,,,,,,,,,,
6,0.96,2.07,3.04,4.05,5.08,6.11,,,,,,,,,,,,,
7,0.96,2.07,3.04,4.05,5.08,6.11,7.14,,,,,,,,,,,,
8,0.96,2.07,3.04,4.05,5.08,6.11,7.14,8.17,,,,,,,,,,,
9,0.96,2.07,3.04,4.05,5.08,6.11,7.14,8.17,9.21,,,,,,,,,,
10,0.96,2.07,3.04,4.05,5.08,6.11,7.14,8.17,9.21,10.24,,,,,,,,,
11,0.96,2.07,3.04,4.05,5.08,6.11,7.14,8.17,9.21,10.24,11.27,,,,,,,,
12,0.96,2.07,3.04,4.05,5.08,6.11,7.14,8.17,9.21,10.24,11.27,12.30,,,,,,,
13,0.96,2.07,3.04,4.05,5.08,6.11,7.14,8.17,9.21,10.24,11.27,12.30,13.33,,,,,,
14,0.96,2.07,3.04,4.05,5.08,6.11,7.14,8.17,9.21,10.24,11.27,12.30,13.33,14.36,,,,,
15,0.96,2.07,3.04,4.05,5.08,6.11,7.14,8.17,9.21,10.24,11.27,12.30,13.33,14.36,15.38,,,,
16,0.95,2.07,3.03,4.05,5.07,6.10,7.14,8.17,9.21,10.24,11.27,12.30,13.33,14.35,15.38,16.41,,,
17,0.95,2.07,3.03,4.04,5.07,6.10,7.13,8.16,9.19,10.23,11.26,12.29,13.31,14.34,15.37,16.39,17.41,,
18,0.89,1.94,2.95,3.96,4.97,6.00,7.02,8.05,9.08,10.11,11.14,12.16,13.19,14.21,15.23,16.26,17.28,18.30,
19,0.64,1.52,2.45,3.41,4.38,5.35,6.34,7.33,8.32,9.32,10.32,11.31,12.31,13.31,14.31,15.31,16.31,17.31,18.30
