i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,5.26,,,,,,,,,,,,,,,,,,,
2,4.98,5.44,,,,,,,,,,,,,,,,,,
3,4.70,5.16,5.75,,,,,,,,,,,,,,,,,
4,4.42,4.87,5.47,6.05,,,,,,,,,,,,,,,,
5,4.14,4.59,5.19,5.76,6.33,,,,,,,,,,,,,,,
6,3.86,4.31,4.91,5.48,6.05,6.61,,,,,,,,,,,,,,
7,3.58,4.03,4.63,5.20,5.77,6.33,6.88,,,,,,,,,,,,,
8,3.29,3.75,4.34,4.92,5.49,6.05,6.60,7.15,,,,,,,,,,,,
9,3.01,3.47,4.06,4.64,5.21,5.77,6.32,6.87,7.42,,,,,,,,,,,
10,2.73,3.19,3.78,4.36,4.93,5.48,6.04,6.59,7.14,7.68,,,,,,,,,,
11,2.45,2.91,3.50,4.08,4.64,5.20,5.76,6.31,6.86,7.40,7.94,,,,,,,,,
12,2.17,2.63,3.22,3.80,4.36,4.92,5.48,6.03,6.58,7.12,7.66,8.20,,,,,,,,
13,1.89,2.34,2.94,3.51,4.08,4.64,5.20,5.75,6.29,6.84,7.38,7.92,8.46,,,,,,,
14,1.61,2.06,2.66,3.23,3.80,4.36,4.91,5.47,6.01,6.56,7.10,7.64,8.18,8.72,,,,,,
15,1.33,1.78,2.38,2.95,3.52,4.08,4.63,5.18,5.73,6.28,6.82,7.36,7.90,8.43,8.97,,,,,
16,1.04,1.50,2.09,2.67,3.24,3.80,4.35,4.90,5.45,6.00,6.54,7.08,7.62,8.15,8.69,9.22,,,,
17,0.76,1.22,1.81,2.39,2.96,3.52,4.07,4.62,5.17,5.71,6.26,6.80,7.34,7.87,8.41,8.94,9.48,,,
18,0.48,0.94,1.53,2.11,2.67,3.23,3.79,4.34,4.89,5.43,5.97,6.51,7.05,7.59,8.12,8.66,9.19,9.72,,
19,0.21,0.65,1.24,1.81,2.37,2.93,3.48,4.02,4.57,5.11,5.65,6.19,6.72,7.26,7.79,8.32,8.86,9.39,9.92,
20,0.00,0.32,0.82,1.32,1.82,2.32,2.82,3.32,3.82,4.32,4.82,5.32,5.82,6.32,6.82,7.32,7.82,8.32,8.82,9.32
