i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,8.92,,,,,,,,,,,,,,,,,,,
2,8.44,9.18,,,,,,,,,,,,,,,,,,
3,7.96,8.70,9.37,,,,,,,,,,,,,,,,,
4,7.49,8.23,8.89,9.53,,,,,,,,,,,,,,,,
5,7.01,7.75,8.42,9.06,9.68,,,,,,,,,,,,,,,
6,6.54,7.27,7.94,8.58,9.21,9.82,,,,,,,,,,,,,,
7,6.06,6.80,7.47,8.11,8.73,9.34,9.94,,,,,,,,,,,,,
8,5.58,6.32,6.99,7.63,8.25,8.86,9.46,10.06,,,,,,,,,,,,
9,5.11,5.85,6.52,7.16,7.78,8.39,8.99,9.58,10.17,,,,,,,,,,,
10,4.63,5.37,6.04,6.68,7.30,7.91,8.51,9.11,9.69,10.27,,,,,,,,,,
11,4.16,4.89,5.56,6.20,6.83,7.44,8.04,8.63,9.22,9.80,10.38,,,,,,,,,
12,3.68,4.42,5.09,5.73,6.35,6.96,7.56,8.15,8.74,9.32,9.90,10.47,,,,,,,,
13,3.20,3.94,4.61,5.25,5.87,6.48,7.08,7.68,8.27,8.85,9.42,10.00,10.57,,,,,,,
14,2.73,3.47,4.14,4.78,5.40,6.01,6.61,7.20,7.79,8.37,8.95,9.52,10.09,10.66,,,,,,
15,2.25,2.99,3.66,4.30,4.92,5.53,6.13,6.73,7.31,7.90,8.47,9.05,9.62,10.19,10.75,,,,,
16,1.78,2.52,3.18,3.82,4.45,5.06,5.66,6.25,6.84,7.42,8.00,8.57,9.14,9.71,10.27,10.84,,,,
17,1.30,2.04,2.71,3.35,3.97,4.58,5.18,5.77,6.36,6.94,7.52,8.09,8.66,9.23,9.80,10.36,10.92,,,
18,0.83,1.56,2.23,2.87,3.49,4.10,4.70,5.29,5.87,6.46,7.03,7.61,8.18,8.74,9.31,9.87,10.43,10.99,,
19,0.36,1.07,1.72,2.34,2.95,3.55,4.14,4.72,5.30,5.88,6.45,7.01,7.58,8.14,8.70,9.26,9.81,10.37,10.92,
20,0.00,0.51,1.01,1.51,2.01,2.51,3.01,3.51,4.01,4.51,5.01,5.51,6.01,6.51,7.01,7.51,8.01,8.51,9.01,9.51
