i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,9.28,,,,,,,,,,,,,,,,,,,
2,8.79,9.62,,,,,,,,,,,,,,,,,,
3,8.30,9.13,9.80,,,,,,,,,,,,,,,,,
4,7.81,8.64,9.31,9.95,,,,,,,,,,,,,,,,
5,7.32,8.16,8.82,9.46,10.09,,,,,,,,,,,,,,,
6,6.83,7.67,8.33,8.97,9.60,10.21,,,,,,,,,,,,,,
7,6.34,7.18,7.84,8.48,9.11,9.72,10.32,,,,,,,,,,,,,
8,5.85,6.69,7.35,7.99,8.62,9.23,9.83,10.43,,,,,,,,,,,,
9,5.36,6.20,6.86,7.51,8.13,8.74,9.34,9.94,10.53,,,,,,,,,,,
10,4.87,5.71,6.37,7.02,7.64,8.25,8.85,9.45,10.04,10.62,,,,,,,,,,
11,4.38,5.22,5.89,6.53,7.15,7.76,8.36,8.96,9.55,10.13,10.71,,,,,,,,,
12,3.89,4.73,5.40,6.04,6.66,7.27,7.87,8.47,9.06,9.64,10.22,10.80,,,,,,,,
13,3.40,4.24,4.91,5.55,6.17,6.78,7.38,7.98,8.57,9.15,9.73,10.31,10.88,,,,,,,
14,2.91,3.75,4.42,5.06,5.68,6.29,6.89,7.49,8.08,8.66,9.24,9.82,10.39,10.96,,,,,,
15,2.42,3.26,3.93,4.57,5.19,5.80,6.40,7.00,7.59,8.17,8.75,9.33,9.90,10.47,11.04,,,,,
16,1.93,2.77,3.44,4.08,4.70,5.31,5.91,6.51,7.10,7.68,8.26,8.84,9.41,9.98,10.55,11.11,,,,
17,1.44,2.28,2.95,3.59,4.21,4.82,5.42,6.02,6.61,7.19,7.77,8.35,8.92,9.49,10.05,10.62,11.18,,,
18,0.96,1.79,2.45,3.09,3.71,4.32,4.92,5.52,6.11,6.69,7.27,7.84,8.41,8.98,9.55,10.11,10.68,11.24,,
19,0.46,1.28,1.92,2.55,3.16,3.76,4.35,4.93,5.51,6.09,6.66,7.23,7.79,8.35,8.92,9.47,10.03,10.59,11.14,
20,0.00,0.63,1.13,1.63,2.13,2.63,3.13,3.63,4.13,4.63,5.13,5.63,6.13,6.63,7.13,7.63,8.13,8.63,9.13,9.63
