i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.85,,,,,,,,,,,,,,,,,,,
2,10.28,11.37,,,,,,,,,,,,,,,,,,
3,9.72,10.81,11.50,,,,,,,,,,,,,,,,,
4,9.16,10.24,10.93,11.60,,,,,,,,,,,,,,,,
5,8.59,9.68,10.37,11.03,11.68,,,,,,,,,,,,,,,
6,8.03,9.11,9.80,10.47,11.11,11.75,,,,,,,,,,,,,,
7,7.46,8.55,9.24,9.90,10.55,11.18,11.81,,,,,,,,,,,,,
8,6.90,7.99,8.68,9.34,9.99,10.62,11.24,11.86,,,,,,,,,,,,
9,6.34,7.42,8.11,8.78,9.42,10.06,10.68,11.29,11.90,,,,,,,,,,,
10,5.77,6.86,7.55,8.21,8.86,9.49,10.11,10.73,11.34,11.94,,,,,,,,,,
11,5.21,6.29,6.98,7.65,8.29,8.93,9.55,10.17,10.77,11.38,11.97,,,,,,,,,
12,4.64,5.73,6.42,7.08,7.73,8.36,8.99,9.60,10.21,10.81,11.41,12.00,,,,,,,,
13,4.08,5.17,5.86,6.52,7.17,7.80,8.42,9.04,9.65,10.25,10.84,11.44,12.03,,,,,,,
14,3.52,4.60,5.29,5.96,6.60,7.24,7.86,8.47,9.08,9.68,10.28,10.87,11.46,12.05,,,,,,
15,2.95,4.04,4.73,5.39,6.04,6.67,7.29,7.91,8.52,9.12,9.72,10.31,10.90,11.48,12.07,,,,,
16,2.39,3.47,4.16,4.83,5.47,6.11,6.73,7.35,7.95,8.56,9.15,9.74,10.33,10.92,11.50,12.08,,,,
17,1.82,2.91,3.60,4.26,4.91,5.54,6.16,6.78,7.39,7.99,8.58,9.18,9.77,10.35,10.93,11.51,12.09,,,
18,1.26,2.34,3.03,3.69,4.33,4.96,5.58,6.20,6.80,7.40,8.00,8.59,9.18,9.76,10.34,10.92,11.50,12.07,,
19,0.67,1.73,2.39,3.03,3.66,4.27,4.88,5.48,6.08,6.67,7.25,7.84,8.42,8.99,9.57,10.14,10.71,11.27,11.84,
20,0.00,0.87,1.37,1.87,2.37,2.87,3.37,3.87,4.37,4.87,5.37,5.87,6.37,6.87,7.37,7.87,8.37,8.87,9.37,9.87
