i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,3.80,,,,,,,,,,,,,,,,,,,
2,3.60,3.94,,,,,,,,,,,,,,,,,,
3,3.40,3.74,4.31,,,,,,,,,,,,,,,,,
4,3.19,3.54,4.10,4.66,,,,,,,,,,,,,,,,
5,2.99,3.34,3.90,4.46,5.00,,,,,,,,,,,,,,,
6,2.79,3.13,3.70,4.25,4.80,5.34,,,,,,,,,,,,,,
7,2.59,2.93,3.50,4.05,4.60,5.14,5.68,,,,,,,,,,,,,
8,2.38,2.73,3.29,3.85,4.39,4.94,5.48,6.01,,,,,,,,,,,,
9,2.18,2.52,3.09,3.64,4.19,4.73,5.27,5.81,6.34,,,,,,,,,,,
10,1.98,2.32,2.89,3.44,3.99,4.53,5.07,5.61,6.14,6.67,,,,,,,,,,
11,1.77,2.12,2.68,3.24,3.78,4.33,4.87,5.40,5.94,6.47,7.01,,,,,,,,,
12,1.57,1.91,2.48,3.03,3.58,4.12,4.66,5.20,5.73,6.26,6.80,7.35,,,,,,,,
13,1.37,1.71,2.28,2.83,3.38,3.92,4.46,5.00,5.53,6.06,6.59,7.14,7.03,,,,,,,
14,1.16,1.51,2.07,2.63,3.17,3.72,4.26,4.79,5.33,5.86,6.39,6.94,6.92,-3.38,,,,,,
15,0.96,1.30,1.87,2.42,2.97,3.51,4.05,4.59,5.12,5.65,6.19,6.74,6.81,-1.61,-369.49,,,,,
16,0.76,1.10,1.67,2.22,2.77,3.31,3.85,4.39,4.92,5.45,5.98,6.53,6.70,0.15,-290.49,-3127.67,,,,
17,0.55,0.90,1.46,2.02,2.57,3.11,3.65,4.18,4.72,5.25,5.78,6.33,6.59,1.92,-211.48,-2299.80,-41449.53,,,
18,0.35,0.69,1.26,1.81,2.36,2.90,3.44,3.98,4.51,5.04,5.57,6.12,6.48,3.69,-132.15,-1468.43,-25787.64,-61198.60,,
19,0.15,0.49,1.05,1.60,2.15,2.69,3.22,3.76,4.29,4.82,5.35,5.89,6.37,6.63,-38.34,-481.69,-7401.11,-25659.03,-22154512.11,
20,0.00,0.25,0.75,1.25,1.75,2.25,2.75,3.25,3.75,4.25,4.75,5.25,5.75,6.25,6.75,7.25,7.75,8.25,8.75,9.25
