i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,8.93,,,,,,,,,,,,,,,,,,,
2,8.46,9.47,,,,,,,,,,,,,,,,,,
3,7.99,9.00,9.84,,,,,,,,,,,,,,,,,
4,7.52,8.53,9.37,10.19,,,,,,,,,,,,,,,,
5,7.05,8.06,8.90,9.72,10.53,,,,,,,,,,,,,,,
6,6.58,7.59,8.43,9.25,10.06,10.85,,,,,,,,,,,,,,
7,6.11,7.12,7.96,8.78,9.59,10.38,11.17,,,,,,,,,,,,,
8,5.64,6.65,7.49,8.31,9.12,9.91,10.70,11.48,,,,,,,,,,,,
9,5.17,6.18,7.02,7.84,8.65,9.45,10.23,11.01,11.79,,,,,,,,,,,
10,4.70,5.71,6.55,7.37,8.18,8.98,9.76,10.54,11.32,12.09,,,,,,,,,,
11,4.23,5.24,6.08,6.90,7.71,8.51,9.29,10.07,10.85,11.62,12.39,,,,,,,,,
12,3.76,4.77,5.61,6.43,7.24,8.04,8.82,9.60,10.38,11.15,11.92,12.68,,,,,,,,
13,3.29,4.30,5.14,5.96,6.77,7.57,8.35,9.13,9.91,10.68,11.45,12.21,12.98,,,,,,,
14,2.83,3.83,4.67,5.49,6.30,7.10,7.88,8.66,9.44,10.21,10.98,11.74,12.51,13.26,,,,,,
15,2.36,3.36,4.20,5.02,5.83,6.63,7.41,8.19,8.97,9.74,10.51,11.27,12.04,12.79,13.55,,,,,
16,1.89,2.89,3.73,4.56,5.36,6.16,6.94,7.72,8.50,9.27,10.04,10.80,11.57,12.32,13.08,13.84,,,,
17,1.42,2.42,3.26,4.09,4.89,5.69,6.47,7.25,8.03,8.80,9.57,10.33,11.10,11.85,12.61,13.37,14.12,,,
18,0.95,1.95,2.79,3.61,4.42,5.21,6.00,6.78,7.56,8.33,9.10,9.86,10.62,11.38,12.14,12.89,13.65,14.40,,
19,0.47,1.47,2.31,3.12,3.92,4.71,5.49,6.27,7.04,7.81,8.57,9.33,10.09,10.85,11.60,12.36,13.11,13.86,14.60,
20,0.00,0.83,1.53,2.23,2.93,3.63,4.33,5.03,5.73,6.43,7.13,7.83,8.53,9.23,9.93,10.63,11.33,12.03,12.73,13.43
