i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.62,,,,,,,,,,,,,,,,,,
2,1.62,2.84,,,,,,,,,,,,,,,,,
3,1.62,2.84,4.07,,,,,,,,,,,,,,,,
4,1.62,2.84,4.07,5.25,,,,,,,,,,,,,,,
5,1.62,2.84,4.07,5.25,6.42,,,,,,,,,,,,,,
6,1.62,2.84,4.07,5.25,6.42,7.57,,,,,,,,,,,,,
7,1.62,2.84,4.07,5.25,6.42,7.57,8.71,,,,,,,,,,,,
8,1.62,2.84,4.07,5.25,6.42,7.57,8.71,9.83,,,,,,,,,,,
9,1.62,2.84,4.07,5.25,6.42,7.57,8.71,9.83,10.95,,,,,,,,,,
10,1.62,2.84,4.07,5.25,6.42,7.57,8.71,9.83,10.95,12.07,,,,,,,,,
11,1.62,2.84,4.07,5.25,6.42,7.57,8.71,9.83,10.95,12.07,13.17,,,,,,,,
12,1.62,2.84,4.07,5.25,6.42,7.57,8.71,9.83,10.95,12.07,13.17,14.27,,,,,,,
13,1.62,2.84,4.07,5.25,6.42,7.57,8.71,9.83,10.95,12.07,13.17,14.27,15.37,,,,,,
14,1.62,2.84,4.07,5.25,6.42,7.57,8.71,9.83,10.95,12.07,13.17,14.27,15.37,16.46,,,,,
15,1.62,2.84,4.07,5.25,6.42,7.57,8.71,9.83,10.95,12.07,13.17,14.27,15.37,16.46,17.55,,,,
16,1.62,2.84,4.07,5.25,6.42,7.57,8.71,9.83,10.95,12.06,13.17,14.27,15.37,16.46,17.55,18.64,,,
17,1.62,2.84,4.06,5.25,6.42,7.57,8.71,9.83,10.95,12.06,13.17,14.27,15.37,16.46,17.55,18.64,19.72,,
18,1.61,2.83,4.05,5.24,6.40,7.55,8.69,9.81,10.93,12.04,13.15,14.25,15.35,16.44,17.53,18.61,19.70,20.78,
19,1.33,2.57,3.76,4.92,6.06,7.19,8.31,9.42,10.52,11.62,12.71,13.80,14.88,15.96,17.04,18.12,19.19,20.26,21.33
