i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,3.27,,,,,,,,,,,,,,,,,,,
2,3.10,3.45,,,,,,,,,,,,,,,,,,
3,2.92,3.27,4.03,,,,,,,,,,,,,,,,,
4,2.75,3.10,3.86,4.60,,,,,,,,,,,,,,,,
5,2.57,2.92,3.68,4.43,5.17,,,,,,,,,,,,,,,
6,2.40,2.75,3.51,4.25,4.99,5.73,,,,,,,,,,,,,,
7,2.22,2.57,3.33,4.08,4.82,5.55,6.28,,,,,,,,,,,,,
8,2.05,2.40,3.16,3.90,4.64,5.38,6.11,6.84,,,,,,,,,,,,
9,1.87,2.22,2.98,3.73,4.47,5.20,5.93,6.66,7.39,,,,,,,,,,,
10,1.70,2.05,2.81,3.55,4.29,5.03,5.76,6.49,7.22,7.94,,,,,,,,,,
11,1.52,1.87,2.63,3.38,4.12,4.85,5.58,6.31,7.04,7.77,8.50,,,,,,,,,
12,1.35,1.70,2.46,3.20,3.94,4.68,5.41,6.14,6.87,7.59,8.32,9.10,,,,,,,,
13,1.17,1.52,2.28,3.03,3.77,4.50,5.23,5.96,6.69,7.42,8.15,8.92,9.59,,,,,,,
14,1.00,1.35,2.11,2.85,3.59,4.33,5.06,5.79,6.52,7.24,7.97,8.75,9.44,10.42,,,,,,
15,0.82,1.17,1.93,2.68,3.42,4.15,4.88,5.61,6.34,7.07,7.80,8.57,9.28,10.23,-5.77,,,,,
16,0.65,1.00,1.75,2.50,3.24,3.98,4.71,5.44,6.17,6.89,7.62,8.40,9.12,10.04,-2.70,-1020.21,,,,
17,0.47,0.82,1.58,2.33,3.07,3.80,4.53,5.26,5.99,6.72,7.44,8.22,8.96,9.86,0.37,-779.90,-30496.50,,,
18,0.30,0.65,1.40,2.15,2.89,3.63,4.36,5.09,5.82,6.54,7.27,8.04,8.80,9.67,3.45,-538.46,-21018.28,-335214.43,,
19,0.13,0.47,1.23,1.97,2.71,3.44,4.18,4.91,5.63,6.36,7.08,7.84,8.65,9.57,7.61,-214.70,-8331.56,-125402.11,2861838.82,
20,0.00,0.27,0.97,1.67,2.37,3.07,3.77,4.47,5.17,5.87,6.57,7.27,7.97,8.67,9.37,10.07,10.77,11.47,12.17,12.87
