i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,9.38,,,,,,,,,,,,,,,,,,,
2,8.89,9.98,,,,,,,,,,,,,,,,,,
3,8.40,9.49,10.34,,,,,,,,,,,,,,,,,
4,7.91,9.00,9.85,10.67,,,,,,,,,,,,,,,,
5,7.41,8.51,9.35,10.18,10.99,,,,,,,,,,,,,,,
6,6.92,8.01,8.86,9.69,10.50,11.30,,,,,,,,,,,,,,
7,6.43,7.52,8.37,9.20,10.01,10.81,11.60,,,,,,,,,,,,,
8,5.94,7.03,7.88,8.71,9.52,10.32,11.11,11.89,,,,,,,,,,,,
9,5.45,6.54,7.39,8.22,9.03,9.83,10.62,11.40,12.18,,,,,,,,,,,
10,4.96,6.05,6.90,7.72,8.53,9.33,10.13,10.91,11.69,12.47,,,,,,,,,,
11,4.46,5.56,6.41,7.23,8.04,8.84,9.64,10.42,11.20,11.98,12.75,,,,,,,,,
12,3.97,5.06,5.91,6.74,7.55,8.35,9.14,9.93,10.71,11.48,12.25,13.02,,,,,,,,
13,3.48,4.57,5.42,6.25,7.06,7.86,8.65,9.44,10.22,10.99,11.76,12.53,13.30,,,,,,,
14,2.99,4.08,4.93,5.76,6.57,7.37,8.16,8.95,9.73,10.50,11.27,12.04,12.80,13.57,,,,,,
15,2.50,3.59,4.44,5.27,6.08,6.88,7.67,8.45,9.23,10.01,10.78,11.55,12.31,13.08,13.84,,,,,
16,2.01,3.10,3.95,4.77,5.59,6.39,7.18,7.96,8.74,9.52,10.29,11.06,11.82,12.58,13.34,14.10,,,,
17,1.52,2.61,3.46,4.28,5.09,5.89,6.69,7.47,8.25,9.03,9.80,10.56,11.33,12.09,12.85,13.61,14.37,,,
18,1.02,2.11,2.96,3.79,4.60,5.40,6.19,6.98,7.75,8.53,9.30,10.07,10.83,11.60,12.36,13.11,13.87,14.63,,
19,0.53,1.61,2.45,3.27,4.08,4.87,5.66,6.44,7.21,7.98,8.75,9.51,10.28,11.04,11.79,12.55,13.30,14.05,14.80,
20,0.00,0.91,1.61,2.31,3.01,3.71,4.41,5.11,5.81,6.51,7.21,7.91,8.61,9.31,10.01,10.71,11.41,12.11,12.81,13.51
