i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,9.73,,,,,,,,,,,,,,,,,,,
2,9.22,10.40,,,,,,,,,,,,,,,,,,
3,8.71,9.89,10.75,,,,,,,,,,,,,,,,,
4,8.20,9.38,10.24,11.07,,,,,,,,,,,,,,,,
5,7.70,8.88,9.73,10.56,11.37,,,,,,,,,,,,,,,
6,7.19,8.37,9.22,10.05,10.87,11.67,,,,,,,,,,,,,,
7,6.68,7.86,8.71,9.54,10.36,11.16,11.96,,,,,,,,,,,,,
8,6.17,7.35,8.21,9.04,9.85,10.65,11.45,12.24,,,,,,,,,,,,
9,5.67,6.85,7.70,8.53,9.34,10.15,10.94,11.73,12.51,,,,,,,,,,,
10,5.16,6.34,7.19,8.02,8.83,9.64,10.43,11.22,12.00,12.78,,,,,,,,,,
11,4.65,5.83,6.68,7.51,8.33,9.13,9.92,10.71,11.50,12.27,13.05,,,,,,,,,
12,4.14,5.32,6.17,7.00,7.82,8.62,9.42,10.20,10.99,11.77,12.54,13.31,,,,,,,,
13,3.63,4.81,5.67,6.50,7.31,8.11,8.91,9.70,10.48,11.26,12.03,12.80,13.57,,,,,,,
14,3.13,4.31,5.16,5.99,6.80,7.61,8.40,9.19,9.97,10.75,11.52,12.29,13.06,13.83,,,,,,
15,2.62,3.80,4.65,5.48,6.29,7.10,7.89,8.68,9.46,10.24,11.02,11.79,12.55,13.32,14.08,,,,,
16,2.11,3.29,4.14,4.97,5.79,6.59,7.38,8.17,8.96,9.73,10.51,11.28,12.05,12.81,13.57,14.33,,,,
17,1.60,2.78,3.63,4.46,5.28,6.08,6.88,7.66,8.45,9.23,10.00,10.77,11.54,12.30,13.07,13.83,14.58,,,
18,1.09,2.27,3.12,3.95,4.77,5.57,6.36,7.15,7.93,8.71,9.49,10.26,11.02,11.79,12.55,13.31,14.07,14.83,,
19,0.59,1.76,2.60,3.42,4.22,5.02,5.81,6.59,7.37,8.14,8.91,9.68,10.45,11.21,11.97,12.72,13.48,14.23,14.99,
20,0.00,0.99,1.69,2.39,3.09,3.79,4.49,5.19,5.89,6.59,7.29,7.99,8.69,9.39,10.09,10.79,11.49,12.19,12.89,13.59
