i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,10.34,,,,,,,,,,,,,,,,,,,
2,9.80,11.12,,,,,,,,,,,,,,,,,,
3,9.26,10.58,11.44,,,,,,,,,,,,,,,,,
4,8.73,10.04,10.90,11.74,,,,,,,,,,,,,,,,
5,8.19,9.51,10.37,11.20,12.02,,,,,,,,,,,,,,,
6,7.65,8.97,9.83,10.67,11.49,12.30,,,,,,,,,,,,,,
7,7.12,8.43,9.29,10.13,10.95,11.76,12.56,,,,,,,,,,,,,
8,6.58,7.90,8.76,9.59,10.41,11.22,12.02,12.82,,,,,,,,,,,,
9,6.04,7.36,8.22,9.06,9.88,10.69,11.49,12.28,13.07,,,,,,,,,,,
10,5.51,6.82,7.68,8.52,9.34,10.15,10.95,11.74,12.53,13.32,,,,,,,,,,
11,4.97,6.29,7.15,7.98,8.80,9.61,10.41,11.21,12.00,12.78,13.56,,,,,,,,,
12,4.43,5.75,6.61,7.45,8.27,9.08,9.88,10.67,11.46,12.24,13.02,13.80,,,,,,,,
13,3.90,5.21,6.07,6.91,7.73,8.54,9.34,10.13,10.92,11.71,12.48,13.26,14.03,,,,,,,
14,3.36,4.68,5.54,6.37,7.19,8.00,8.80,9.60,10.39,11.17,11.95,12.72,13.50,14.27,,,,,,
15,2.82,4.14,5.00,5.84,6.66,7.47,8.27,9.06,9.85,10.63,11.41,12.19,12.96,13.73,14.50,,,,,
16,2.29,3.60,4.46,5.30,6.12,6.93,7.73,8.52,9.31,10.10,10.87,11.65,12.42,13.19,13.96,14.72,,,,
17,1.75,3.07,3.93,4.76,5.58,6.39,7.19,7.99,8.78,9.56,10.34,11.11,11.89,12.65,13.42,14.19,14.95,,,
18,1.21,2.53,3.39,4.22,5.04,5.85,6.65,7.45,8.23,9.02,9.80,10.57,11.34,12.11,12.88,13.64,14.41,15.17,,
19,0.68,1.98,2.83,3.65,4.47,5.27,6.06,6.85,7.63,8.41,9.19,9.96,10.72,11.49,12.25,13.01,13.77,14.53,15.29,
20,0.00,1.12,1.82,2.52,3.22,3.92,4.62,5.32,6.02,6.72,7.42,8.12,8.82,9.52,10.22,10.92,11.62,12.32,13.02,13.72
