i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,4.60,,,,,,,,,,,,,,,,,,,
2,4.35,4.84,,,,,,,,,,,,,,,,,,
3,4.11,4.60,5.37,,,,,,,,,,,,,,,,,
4,3.86,4.35,5.13,5.89,,,,,,,,,,,,,,,,
5,3.61,4.10,4.88,5.65,6.40,,,,,,,,,,,,,,,
6,3.37,3.86,4.64,5.40,6.16,6.91,,,,,,,,,,,,,,
7,3.12,3.61,4.39,5.16,5.91,6.66,7.41,,,,,,,,,,,,,
8,2.88,3.37,4.15,4.91,5.67,6.41,7.16,7.90,,,,,,,,,,,,
9,2.63,3.12,3.90,4.67,5.42,6.17,6.91,7.66,8.40,,,,,,,,,,,
10,2.39,2.88,3.66,4.42,5.17,5.92,6.67,7.41,8.15,8.89,,,,,,,,,,
11,2.14,2.63,3.41,4.17,4.93,5.68,6.42,7.17,7.90,8.64,9.38,,,,,,,,,
12,1.90,2.39,3.17,3.93,4.68,5.43,6.18,6.92,7.66,8.40,9.13,9.86,,,,,,,,
13,1.65,2.14,2.92,3.68,4.44,5.19,5.93,6.68,7.41,8.15,8.89,9.62,10.35,,,,,,,
14,1.41,1.90,2.67,3.44,4.19,4.94,5.69,6.43,7.17,7.91,8.64,9.37,10.11,10.84,,,,,,
15,1.16,1.65,2.43,3.19,3.95,4.70,5.44,6.18,6.92,7.66,8.40,9.13,9.86,10.59,11.32,,,,,
16,0.92,1.41,2.18,2.95,3.70,4.45,5.20,5.94,6.68,7.42,8.15,8.88,9.62,10.35,11.08,11.80,,,,
17,0.67,1.16,1.94,2.70,3.46,4.21,4.95,5.69,6.43,7.17,7.90,8.64,9.37,10.10,10.83,11.56,12.29,,,
18,0.43,0.92,1.69,2.46,3.21,3.96,4.71,5.45,6.19,6.92,7.66,8.39,9.12,9.85,10.58,11.31,12.04,12.77,,
19,0.18,0.67,1.44,2.20,2.96,3.70,4.45,5.19,5.93,6.66,7.40,8.13,8.86,9.59,10.32,11.04,11.77,12.50,13.25,
20,0.00,0.38,1.08,1.78,2.48,3.18,3.88,4.58,5.28,5.98,6.68,7.38,8.08,8.78,9.48,10.18,10.88,11.58,12.28,12.98
