i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,9.29,,,,,,,,,,,,,,,,,,,
2,8.80,9.76,,,,,,,,,,,,,,,,,,
3,8.31,9.27,10.13,,,,,,,,,,,,,,,,,
4,7.82,8.78,9.63,10.47,,,,,,,,,,,,,,,,
5,7.33,8.29,9.14,9.97,10.79,,,,,,,,,,,,,,,
6,6.83,7.79,8.65,9.48,10.30,11.10,,,,,,,,,,,,,,
7,6.34,7.30,8.16,8.99,9.81,10.61,11.41,,,,,,,,,,,,,
8,5.85,6.81,7.67,8.50,9.32,10.12,10.92,11.70,,,,,,,,,,,,
9,5.36,6.32,7.18,8.01,8.82,9.63,10.42,11.21,11.99,,,,,,,,,,,
10,4.87,5.83,6.68,7.52,8.33,9.14,9.93,10.72,11.50,12.28,,,,,,,,,,
11,4.38,5.34,6.19,7.03,7.84,8.65,9.44,10.23,11.01,11.79,12.56,,,,,,,,,
12,3.88,4.84,5.70,6.53,7.35,8.15,8.95,9.74,10.52,11.30,12.07,12.84,,,,,,,,
13,3.39,4.35,5.21,6.04,6.86,7.66,8.46,9.25,10.03,10.80,11.58,12.35,13.11,,,,,,,
14,2.90,3.86,4.72,5.55,6.37,7.17,7.97,8.75,9.54,10.31,11.09,11.86,12.62,13.39,,,,,,
15,2.41,3.37,4.23,5.06,5.88,6.68,7.47,8.26,9.04,9.82,10.59,11.36,12.13,12.89,13.65,,,,,
16,1.92,2.88,3.73,4.57,5.38,6.19,6.98,7.77,8.55,9.33,10.10,10.87,11.64,12.40,13.16,13.92,,,,
17,1.43,2.39,3.24,4.08,4.89,5.70,6.49,7.28,8.06,8.84,9.61,10.38,11.15,11.91,12.67,13.43,14.19,,,
18,0.94,1.89,2.75,3.58,4.40,5.20,6.00,6.78,7.57,8.34,9.11,9.88,10.65,11.41,12.17,12.93,13.69,14.45,,
19,0.44,1.39,2.24,3.07,3.88,4.67,5.46,6.25,7.02,7.80,8.57,9.33,10.09,10.85,11.61,12.37,13.12,13.88,14.63,
20,0.00,0.75,1.45,2.15,2.85,3.55,4.25,4.95,5.65,6.35,7.05,7.75,8.45,9.15,9.85,10.55,11.25,11.95,12.65,13.35
