i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.86,,,,,,,,,,,,,,,,,,
2,0.86,2.11,,,,,,,,,,,,,,,,,
3,0.86,2.11,3.27,,,,,,,,,,,,,,,,
4,0.86,2.11,3.27,4.40,,,,,,,,,,,,,,,
5,0.86,2.11,3.27,4.40,5.52,,,,,,,,,,,,,,
6,0.86,2.11,3.27,4.40,5.52,6.62,,,,,,,,,,,,,
7,0.86,2.11,3.27,4.40,5.52,6.62,7.71,,,,,,,,,,,,
8,0.86,2.11,3.27,4.40,5.52,6.62,7.71,8.79,,,,,,,,,,,
9,0.86,2.11,3.27,4.40,5.52,6.62,7.71,8.79,9.87,,,,,,,,,,
10,0.86,2.11,3.27,4.40,5.52,6.62,7.71,8.79,9.87,10.95,,,,,,,,,
11,0.86,2.11,3.27,4.40,5.52,6.62,7.71,8.79,9.87,10.95,12.02,,,,,,,,
12,0.86,2.11,3.27,4.40,5.52,6.62,7.71,8.79,9.87,10.95,12.02,13.08,,,,,,,
13,0.86,2.11,3.27,4.40,5.52,6.62,7.71,8.79,9.87,10.95,12.02,13.08,14.15,,,,,,
14,0.86,2.11,3.27,4.40,5.52,6.62,7.71,8.79,9.87,10.95,12.02,13.08,14.15,15.21,,,,,
15,0.86,2.11,3.27,4.40,5.52,6.62,7.71,8.79,9.87,10.95,12.02,13.08,14.15,15.21,16.27,,,,
16,0.86,2.11,3.27,4.40,5.52,6.62,7.71,8.79,9.87,10.95,12.02,13.08,14.15,15.21,16.27,17.33,,,
17,0.86,2.11,3.27,4.40,5.51,6.62,7.71,8.79,9.87,10.95,12.02,13.08,14.15,15.21,16.27,17.32,18.38,,
18,0.86,2.10,3.26,4.39,5.51,6.61,7.70,8.78,9.86,10.94,12.01,13.07,14.14,15.20,16.26,17.31,18.37,19.42,
19,0.78,1.99,3.13,4.25,5.35,6.44,7.52,8.60,9.67,10.74,11.80,12.86,13.92,14.97,16.03,17.08,18.13,19.18,20.22
