i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,9.95,,,,,,,,,,,,,,,,,,,
2,9.42,10.43,,,,,,,,,,,,,,,,,,
3,8.90,9.90,10.77,,,,,,,,,,,,,,,,,
4,8.37,9.37,10.25,11.09,,,,,,,,,,,,,,,,
5,7.84,8.85,9.72,10.57,11.40,,,,,,,,,,,,,,,
6,7.32,8.32,9.20,10.04,10.87,11.69,,,,,,,,,,,,,,
7,6.79,7.80,8.67,9.52,10.35,11.16,11.97,,,,,,,,,,,,,
8,6.27,7.27,8.14,8.99,9.82,10.64,11.44,12.24,,,,,,,,,,,,
9,5.74,6.75,7.62,8.47,9.29,10.11,10.91,11.71,12.50,,,,,,,,,,,
10,5.22,6.22,7.09,7.94,8.77,9.58,10.39,11.19,11.98,12.76,,,,,,,,,,
11,4.69,5.70,6.57,7.41,8.24,9.06,9.86,10.66,11.45,12.23,13.01,,,,,,,,,
12,4.17,5.17,6.04,6.89,7.72,8.53,9.34,10.13,10.92,11.71,12.49,13.26,,,,,,,,
13,3.64,4.64,5.52,6.36,7.19,8.01,8.81,9.61,10.40,11.18,11.96,12.74,13.51,,,,,,,
14,3.11,4.12,4.99,5.84,6.67,7.48,8.29,9.08,9.87,10.66,11.44,12.21,12.99,13.76,,,,,,
15,2.59,3.59,4.47,5.31,6.14,6.96,7.76,8.56,9.35,10.13,10.91,11.69,12.46,13.23,14.00,,,,,
16,2.06,3.07,3.94,4.79,5.62,6.43,7.23,8.03,8.82,9.61,10.39,11.16,11.93,12.70,13.47,14.24,,,,
17,1.54,2.54,3.41,4.26,5.09,5.90,6.71,7.51,8.30,9.08,9.86,10.64,11.41,12.18,12.95,13.71,14.47,,,
18,1.01,2.02,2.89,3.73,4.56,5.38,6.18,6.98,7.77,8.55,9.33,10.10,10.88,11.65,12.41,13.18,13.94,14.70,,
19,0.48,1.47,2.34,3.18,4.00,4.81,5.61,6.40,7.18,7.96,8.74,9.51,10.28,11.04,11.81,12.57,13.33,14.08,14.84,
20,0.00,0.78,1.48,2.18,2.88,3.58,4.28,4.98,5.68,6.38,7.08,7.78,8.48,9.18,9.88,10.58,11.28,11.98,12.68,13.38
