i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,9.75,,,,,,,,,,,,,,,,,,,
2,9.23,10.21,,,,,,,,,,,,,,,,,,
3,8.72,9.69,10.56,,,,,,,,,,,,,,,,,
4,8.20,9.18,10.05,10.89,,,,,,,,,,,,,,,,
5,7.68,8.66,9.53,10.37,11.20,,,,,,,,,,,,,,,
6,7.17,8.14,9.01,9.86,10.68,11.50,,,,,,,,,,,,,,
7,6.65,7.63,8.50,9.34,10.17,10.98,11.78,,,,,,,,,,,,,
8,6.13,7.11,7.98,8.82,9.65,10.46,11.27,12.06,,,,,,,,,,,,
9,5.62,6.59,7.46,8.31,9.13,9.95,10.75,11.54,12.33,,,,,,,,,,,
10,5.10,6.08,6.95,7.79,8.62,9.43,10.23,11.03,11.82,12.60,,,,,,,,,,
11,4.59,5.56,6.43,7.27,8.10,8.91,9.72,10.51,11.30,12.08,12.86,,,,,,,,,
12,4.07,5.04,5.91,6.76,7.58,8.40,9.20,9.99,10.78,11.57,12.34,13.12,,,,,,,,
13,3.55,4.53,5.40,6.24,7.07,7.88,8.68,9.48,10.27,11.05,11.83,12.60,13.37,,,,,,,
14,3.04,4.01,4.88,5.73,6.55,7.36,8.17,8.96,9.75,10.53,11.31,12.09,12.86,13.62,,,,,,
15,2.52,3.50,4.37,5.21,6.04,6.85,7.65,8.45,9.23,10.02,10.79,11.57,12.34,13.11,13.87,,,,,
16,2.00,2.98,3.85,4.69,5.52,6.33,7.13,7.93,8.72,9.50,10.28,11.05,11.82,12.59,13.36,14.12,,,,
17,1.49,2.46,3.33,4.18,5.00,5.82,6.62,7.41,8.20,8.98,9.76,10.54,11.31,12.08,12.84,13.60,14.37,,,
18,0.97,1.95,2.81,3.66,4.48,5.30,6.10,6.89,7.68,8.46,9.24,10.01,10.79,11.55,12.32,13.08,13.84,14.60,,
19,0.45,1.41,2.28,3.12,3.93,4.74,5.54,6.33,7.11,7.89,8.66,9.43,10.20,10.96,11.72,12.48,13.24,14.00,14.75,
20,0.00,0.75,1.45,2.15,2.85,3.55,4.25,4.95,5.65,6.35,7.05,7.75,8.45,9.15,9.85,10.55,11.25,11.95,12.65,13.35
