i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,5.39,,,,,,,,,,,,,,,,,,,
2,5.11,5.70,,,,,,,,,,,,,,,,,,
3,4.82,5.42,6.21,,,,,,,,,,,,,,,,,
4,4.53,5.13,5.92,6.69,,,,,,,,,,,,,,,,
5,4.25,4.84,5.63,6.40,7.17,,,,,,,,,,,,,,,
6,3.96,4.56,5.34,6.12,6.88,7.64,,,,,,,,,,,,,,
7,3.67,4.27,5.06,5.83,6.59,7.35,8.10,,,,,,,,,,,,,
8,3.39,3.98,4.77,5.54,6.31,7.06,7.82,8.56,,,,,,,,,,,,
9,3.10,3.69,4.48,5.26,6.02,6.78,7.53,8.28,9.02,,,,,,,,,,,
10,2.81,3.41,4.20,4.97,5.73,6.49,7.24,7.99,8.74,9.48,,,,,,,,,,
11,2.52,3.12,3.91,4.68,5.45,6.20,6.96,7.70,8.45,9.19,9.93,,,,,,,,,
12,2.24,2.83,3.62,4.40,5.16,5.92,6.67,7.42,8.16,8.90,9.64,10.38,,,,,,,,
13,1.95,2.55,3.33,4.11,4.87,5.63,6.38,7.13,7.87,8.62,9.36,10.10,10.83,,,,,,,
14,1.66,2.26,3.05,3.82,4.58,5.34,6.09,6.84,7.59,8.33,9.07,9.81,10.55,11.28,,,,,,
15,1.38,1.97,2.76,3.53,4.30,5.05,5.81,6.56,7.30,8.04,8.78,9.52,10.26,10.99,11.73,,,,,
16,1.09,1.68,2.47,3.25,4.01,4.77,5.52,6.27,7.01,7.76,8.50,9.23,9.97,10.71,11.44,12.17,,,,
17,0.80,1.40,2.19,2.96,3.72,4.48,5.23,5.98,6.73,7.47,8.21,8.95,9.68,10.42,11.15,11.89,12.62,,,
18,0.51,1.11,1.90,2.67,3.44,4.19,4.95,5.69,6.44,7.18,7.92,8.66,9.40,10.13,10.87,11.60,12.33,13.06,,
19,0.23,0.82,1.61,2.38,3.14,3.89,4.64,5.39,6.13,6.87,7.61,8.35,9.08,9.82,10.55,11.28,12.01,12.74,13.47,
20,0.00,0.47,1.17,1.87,2.57,3.27,3.97,4.67,5.37,6.07,6.77,7.47,8.17,8.87,9.57,10.27,10.97,11.67,12.37,13.07
