i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,9.73,,,,,,,,,,,,,,,,,,,
2,9.22,10.41,,,,,,,,,,,,,,,,,,
3,8.71,9.90,10.75,,,,,,,,,,,,,,,,,
4,8.21,9.39,10.24,11.07,,,,,,,,,,,,,,,,
5,7.70,8.88,9.74,10.57,11.38,,,,,,,,,,,,,,,
6,7.19,8.38,9.23,10.06,10.87,11.68,,,,,,,,,,,,,,
7,6.68,7.87,8.72,9.55,10.36,11.17,11.96,,,,,,,,,,,,,
8,6.17,7.36,8.21,9.04,9.86,10.66,11.45,12.24,,,,,,,,,,,,
9,5.67,6.85,7.70,8.53,9.35,10.15,10.95,11.73,12.52,,,,,,,,,,,
10,5.16,6.34,7.20,8.03,8.84,9.64,10.44,11.23,12.01,12.79,,,,,,,,,,
11,4.65,5.84,6.69,7.52,8.33,9.14,9.93,10.72,11.50,12.28,13.05,,,,,,,,,
12,4.14,5.33,6.18,7.01,7.82,8.63,9.42,10.21,10.99,11.77,12.54,13.32,,,,,,,,
13,3.63,4.82,5.67,6.50,7.32,8.12,8.91,9.70,10.48,11.26,12.04,12.81,13.57,,,,,,,
14,3.13,4.31,5.16,5.99,6.81,7.61,8.41,9.19,9.98,10.75,11.53,12.30,13.07,13.83,,,,,,
15,2.62,3.80,4.66,5.49,6.30,7.10,7.90,8.69,9.47,10.25,11.02,11.79,12.56,13.32,14.09,,,,,
16,2.11,3.30,4.15,4.98,5.79,6.60,7.39,8.18,8.96,9.74,10.51,11.28,12.05,12.82,13.58,14.34,,,,
17,1.60,2.79,3.64,4.47,5.28,6.09,6.88,7.67,8.45,9.23,10.00,10.78,11.54,12.31,13.07,13.83,14.59,,,
18,1.10,2.28,3.13,3.96,4.77,5.58,6.37,7.16,7.94,8.72,9.49,10.26,11.03,11.79,12.56,13.32,14.08,14.83,,
19,0.59,1.76,2.60,3.42,4.23,5.03,5.82,6.60,7.38,8.15,8.92,9.69,10.45,11.21,11.97,12.73,13.48,14.24,14.99,
20,0.00,1.00,1.70,2.40,3.10,3.80,4.50,5.20,5.90,6.60,7.30,8.00,8.70,9.40,10.10,10.80,11.50,12.20,12.90,13.60
