i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,3.78,,,,,,,,,,,,,,,,,,,
2,3.58,4.15,,,,,,,,,,,,,,,,,,
3,3.38,3.95,4.81,,,,,,,,,,,,,,,,,
4,3.18,3.75,4.61,5.45,,,,,,,,,,,,,,,,
5,2.98,3.55,4.41,5.25,6.10,,,,,,,,,,,,,,,
6,2.78,3.35,4.21,5.05,5.90,6.73,,,,,,,,,,,,,,
7,2.57,3.15,4.00,4.85,5.70,6.53,7.37,,,,,,,,,,,,,
8,2.37,2.95,3.80,4.65,5.50,6.33,7.17,8.00,,,,,,,,,,,,
9,2.17,2.75,3.60,4.45,5.30,6.13,6.97,7.80,8.63,,,,,,,,,,,
10,1.97,2.54,3.40,4.25,5.09,5.93,6.77,7.60,8.43,9.26,,,,,,,,,,
11,1.77,2.34,3.20,4.05,4.89,5.73,6.57,7.40,8.23,9.06,9.89,,,,,,,,,
12,1.57,2.14,3.00,3.85,4.69,5.53,6.37,7.20,8.03,8.86,9.69,10.51,,,,,,,,
13,1.37,1.94,2.80,3.65,4.49,5.33,6.17,7.00,7.83,8.66,9.49,10.31,11.14,,,,,,,
14,1.17,1.74,2.60,3.45,4.29,5.13,5.97,6.80,7.63,8.46,9.29,10.11,10.94,11.76,,,,,,
15,0.97,1.54,2.40,3.25,4.09,4.93,5.77,6.60,7.43,8.26,9.08,9.91,10.74,11.56,12.38,,,,,
16,0.77,1.34,2.20,3.05,3.89,4.73,5.57,6.40,7.23,8.06,8.88,9.71,10.54,11.36,12.18,13.00,,,,
17,0.57,1.14,2.00,2.85,3.69,4.53,5.37,6.20,7.03,7.86,8.68,9.51,10.33,11.16,11.98,12.80,13.63,,,
18,0.37,0.94,1.80,2.65,3.49,4.33,5.16,6.00,6.83,7.66,8.48,9.31,10.13,10.96,11.78,12.60,13.42,14.25,,
19,0.17,0.74,1.60,2.44,3.29,4.12,4.96,5.79,6.62,7.45,8.27,9.10,9.92,10.75,11.57,12.39,13.21,14.04,14.86,
20,0.00,0.49,1.29,2.09,2.89,3.69,4.49,5.29,6.09,6.89,7.69,8.49,9.29,10.09,10.89,11.69,12.49,13.29,14.09,14.89
