i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,1.68,,,,,,,,,,,,,,,,,,
2,1.68,3.03,,,,,,,,,,,,,,,,,
3,1.68,3.03,4.29,,,,,,,,,,,,,,,,
4,1.68,3.03,4.29,5.51,,,,,,,,,,,,,,,
5,1.68,3.03,4.29,5.51,6.70,,,,,,,,,,,,,,
6,1.68,3.03,4.29,5.51,6.70,7.87,,,,,,,,,,,,,
7,1.68,3.03,4.29,5.51,6.70,7.87,9.02,,,,,,,,,,,,
8,1.68,3.03,4.29,5.51,6.70,7.87,9.02,10.17,,,,,,,,,,,
9,1.68,3.03,4.29,5.51,6.70,7.87,9.02,10.17,11.30,,,,,,,,,,
10,1.68,3.03,4.29,5.51,6.70,7.87,9.02,10.17,11.30,12.43,,,,,,,,,
11,1.68,3.03,4.29,5.51,6.70,7.87,9.02,10.17,11.30,12.43,13.55,,,,,,,,
12,1.68,3.03,4.29,5.51,6.70,7.87,9.02,10.17,11.30,12.43,13.55,14.67,,,,,,,
13,1.68,3.03,4.29,5.51,6.70,7.87,9.02,10.17,11.30,12.43,13.55,14.67,15.78,,,,,,
14,1.68,3.03,4.29,5.51,6.70,7.87,9.02,10.17,11.30,12.43,13.55,14.67,15.78,16.89,,,,,
15,1.68,3.03,4.29,5.51,6.70,7.87,9.02,10.17,11.30,12.43,13.55,14.67,15.78,16.89,17.99,,,,
16,1.68,3.03,4.29,5.51,6.70,7.87,9.02,10.17,11.30,12.43,13.55,14.67,15.78,16.89,17.99,19.09,,,
17,1.68,3.03,4.29,5.51,6.70,7.87,9.02,10.17,11.30,12.43,13.55,14.67,15.78,16.89,17.99,19.09,20.19,,
18,1.68,3.02,4.29,5.50,6.69,7.86,9.02,10.16,11.30,12.43,13.55,14.66,15.77,16.88,17.98,19.08,20.18,21.27,
19,1.59,2.91,4.16,5.36,6.54,7.70,8.85,9.99,11.12,12.24,13.35,14.46,15.57,16.67,17.77,18.86,19.96,21.05,22.13
