i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,8.07,,,,,,,,,,,,,,,,,,,
2,7.64,8.88,,,,,,,,,,,,,,,,,,
3,7.22,8.46,9.37,,,,,,,,,,,,,,,,,
4,6.80,8.04,8.95,9.85,,,,,,,,,,,,,,,,
5,6.38,7.62,8.53,9.43,10.31,,,,,,,,,,,,,,,
6,5.96,7.19,8.11,9.00,9.89,10.76,,,,,,,,,,,,,,
7,5.54,6.77,7.69,8.58,9.47,10.34,11.21,,,,,,,,,,,,,
8,5.12,6.35,7.27,8.16,9.05,9.92,10.79,11.66,,,,,,,,,,,,
9,4.70,5.93,6.84,7.74,8.62,9.50,10.37,11.24,12.10,,,,,,,,,,,
10,4.27,5.51,6.42,7.32,8.20,9.08,9.95,10.81,11.68,12.53,,,,,,,,,,
11,3.85,5.09,6.00,6.90,7.78,8.66,9.53,10.39,11.25,12.11,12.97,,,,,,,,,
12,3.43,4.67,5.58,6.48,7.36,8.24,9.11,9.97,10.83,11.69,12.55,13.40,,,,,,,,
13,3.01,4.24,5.16,6.06,6.94,7.82,8.69,9.55,10.41,11.27,12.12,12.98,13.83,,,,,,,
14,2.59,3.82,4.74,5.63,6.52,7.39,8.26,9.13,9.99,10.85,11.70,12.55,13.40,14.25,,,,,,
15,2.17,3.40,4.32,5.21,6.10,6.97,7.84,8.71,9.57,10.43,11.28,12.13,12.98,13.83,14.68,,,,,
16,1.75,2.98,3.89,4.79,5.68,6.55,7.42,8.29,9.15,10.01,10.86,11.71,12.56,13.41,14.26,15.10,,,,
17,1.32,2.56,3.47,4.37,5.25,6.13,7.00,7.87,8.73,9.58,10.44,11.29,12.14,12.99,13.84,14.68,15.52,,,
18,0.90,2.14,3.05,3.95,4.83,5.71,6.58,7.44,8.30,9.16,10.02,10.87,11.72,12.57,13.41,14.26,15.10,15.94,,
19,0.50,1.72,2.63,3.52,4.40,5.27,6.14,7.00,7.86,8.72,9.57,10.42,11.27,12.12,12.96,13.80,14.65,15.49,16.33,
20,0.00,1.09,1.89,2.69,3.49,4.29,5.09,5.89,6.69,7.49,8.29,9.09,9.89,10.69,11.49,12.29,13.09,13.89,14.69,15.49
