i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,3.82,,,,,,,,,,,,,,,,,,,
2,3.62,4.17,,,,,,,,,,,,,,,,,,
3,3.42,3.96,4.82,,,,,,,,,,,,,,,,,
4,3.21,3.76,4.62,5.47,,,,,,,,,,,,,,,,
5,3.01,3.56,4.42,5.27,6.11,,,,,,,,,,,,,,,
6,2.81,3.35,4.21,5.06,5.91,6.75,,,,,,,,,,,,,,
7,2.61,3.15,4.01,4.86,5.70,6.54,7.38,,,,,,,,,,,,,
8,2.40,2.95,3.81,4.66,5.50,6.34,7.18,8.01,,,,,,,,,,,,
9,2.20,2.74,3.60,4.45,5.30,6.14,6.97,7.81,8.64,,,,,,,,,,,
10,2.00,2.54,3.40,4.25,5.09,5.93,6.77,7.60,8.43,9.26,,,,,,,,,,
11,1.79,2.34,3.20,4.05,4.89,5.73,6.57,7.40,8.23,9.06,9.89,,,,,,,,,
12,1.59,2.13,3.00,3.84,4.69,5.53,6.36,7.20,8.03,8.86,9.68,10.51,,,,,,,,
13,1.39,1.93,2.79,3.64,4.49,5.32,6.16,6.99,7.82,8.65,9.48,10.31,11.13,,,,,,,
14,1.18,1.73,2.59,3.44,4.28,5.12,5.96,6.79,7.62,8.45,9.28,10.10,10.93,11.75,,,,,,
15,0.98,1.52,2.39,3.24,4.08,4.92,5.75,6.59,7.42,8.25,9.07,9.90,10.73,11.55,12.37,,,,,
16,0.78,1.32,2.18,3.03,3.88,4.71,5.55,6.38,7.21,8.04,8.87,9.70,10.52,11.35,12.17,12.99,,,,
17,0.57,1.12,1.98,2.83,3.67,4.51,5.35,6.18,7.01,7.84,8.67,9.49,10.32,11.14,11.97,12.79,13.61,,,
18,0.37,0.91,1.78,2.63,3.47,4.31,5.14,5.98,6.81,7.64,8.46,9.29,10.12,10.94,11.76,12.59,13.41,14.23,,
19,0.17,0.71,1.57,2.42,3.26,4.10,4.93,5.77,6.60,7.42,8.25,9.08,9.90,10.73,11.55,12.37,13.19,14.01,14.85,
20,0.00,0.46,1.26,2.06,2.86,3.66,4.46,5.26,6.06,6.86,7.66,8.46,9.26,10.06,10.86,11.66,12.46,13.26,14.06,14.86
