i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,8.41,,,,,,,,,,,,,,,,,,,
2,7.97,8.64,,,,,,,,,,,,,,,,,,
3,7.53,8.20,8.66,,,,,,,,,,,,,,,,,
4,7.08,7.76,8.22,8.66,,,,,,,,,,,,,,,,
5,6.64,7.31,7.78,8.22,8.65,,,,,,,,,,,,,,,
6,6.20,6.87,7.33,7.78,8.20,8.62,,,,,,,,,,,,,,
7,5.75,6.43,6.89,7.33,7.76,8.18,8.58,,,,,,,,,,,,,
8,5.31,5.98,6.45,6.89,7.32,7.73,8.14,8.54,,,,,,,,,,,,
9,4.87,5.54,6.00,6.45,6.87,7.29,7.69,8.09,8.49,,,,,,,,,,,
10,4.42,5.10,5.56,6.00,6.43,6.85,7.25,7.65,8.04,8.43,,,,,,,,,,
11,3.98,4.65,5.12,5.56,5.99,6.40,6.81,7.21,7.60,7.99,8.37,,,,,,,,,
12,3.54,4.21,4.67,5.12,5.54,5.96,6.36,6.76,7.16,7.54,7.93,8.30,,,,,,,,
13,3.09,3.77,4.23,4.67,5.10,5.52,5.92,6.32,6.71,7.10,7.48,7.86,8.24,,,,,,,
14,2.65,3.32,3.79,4.23,4.66,5.07,5.48,5.88,6.27,6.66,7.04,7.42,7.79,8.17,,,,,,
15,2.21,2.88,3.34,3.79,4.21,4.63,5.03,5.43,5.83,6.21,6.60,6.97,7.35,7.72,8.09,,,,,
16,1.76,2.44,2.90,3.34,3.77,4.18,4.59,4.99,5.38,5.77,6.15,6.53,6.91,7.28,7.65,8.02,,,,
17,1.32,1.99,2.45,2.90,3.32,3.74,4.14,4.54,4.93,5.32,5.70,6.08,6.45,6.83,7.19,7.56,7.93,,,
18,0.88,1.54,1.99,2.43,2.85,3.26,3.67,4.06,4.45,4.83,5.21,5.59,5.96,6.33,6.70,7.07,7.43,7.79,,
19,0.42,1.06,1.49,1.90,2.30,2.69,3.07,3.45,3.83,4.20,4.56,4.93,5.29,5.65,6.01,6.37,6.72,7.08,7.43,
20,0.00,0.49,0.79,1.09,1.39,1.69,1.99,2.29,2.59,2.89,3.19,3.49,3.79,4.09,4.39,4.69,4.99,5.29,5.59,5.89
