i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,5.42,,,,,,,,,,,,,,,,,,,
2,5.13,5.56,,,,,,,,,,,,,,,,,,
3,4.84,5.27,5.67,,,,,,,,,,,,,,,,,
4,4.55,4.98,5.38,5.76,,,,,,,,,,,,,,,,
5,4.26,4.69,5.09,5.47,5.85,,,,,,,,,,,,,,,
6,3.97,4.40,4.80,5.18,5.56,5.92,,,,,,,,,,,,,,
7,3.68,4.11,4.51,4.89,5.27,5.63,5.99,,,,,,,,,,,,,
8,3.39,3.82,4.22,4.60,4.98,5.34,5.70,6.06,,,,,,,,,,,,
9,3.10,3.53,3.93,4.31,4.69,5.05,5.41,5.77,6.12,,,,,,,,,,,
10,2.81,3.24,3.64,4.02,4.40,4.76,5.12,5.48,5.83,6.18,,,,,,,,,,
11,2.52,2.95,3.35,3.73,4.11,4.47,4.83,5.19,5.54,5.89,6.24,,,,,,,,,
12,2.23,2.66,3.06,3.44,3.82,4.18,4.54,4.90,5.25,5.60,5.95,6.29,,,,,,,,
13,1.94,2.37,2.77,3.15,3.53,3.89,4.25,4.61,4.96,5.31,5.66,6.00,6.35,,,,,,,
14,1.65,2.08,2.48,2.86,3.24,3.60,3.96,4.32,4.67,5.02,5.37,5.71,6.06,6.40,,,,,,
15,1.36,1.79,2.19,2.57,2.95,3.31,3.67,4.03,4.38,4.73,5.08,5.42,5.77,6.11,6.45,,,,,
16,1.07,1.50,1.90,2.28,2.66,3.02,3.38,3.74,4.09,4.44,4.79,5.13,5.48,5.82,6.16,6.50,,,,
17,0.78,1.21,1.61,1.99,2.37,2.73,3.09,3.45,3.80,4.15,4.50,4.84,5.18,5.53,5.87,6.20,6.54,,,
18,0.49,0.92,1.32,1.70,2.07,2.44,2.80,3.15,3.50,3.85,4.20,4.54,4.88,5.22,5.56,5.90,6.23,6.57,,
19,0.21,0.62,1.01,1.38,1.74,2.10,2.45,2.80,3.14,3.49,3.83,4.17,4.50,4.84,5.17,5.51,5.84,6.17,6.50,
20,0.00,0.29,0.59,0.89,1.19,1.49,1.79,2.09,2.39,2.69,2.99,3.29,3.59,3.89,4.19,4.49,4.79,5.09,5.39,5.69
