i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.97,,,,,,,,,,,,,,,,,,
2,0.97,1.77,,,,,,,,,,,,,,,,,
3,0.97,1.77,2.64,,,,,,,,,,,,,,,,
4,0.97,1.77,2.64,3.54,,,,,,,,,,,,,,,
5,0.97,1.77,2.64,3.54,4.44,,,,,,,,,,,,,,
6,0.97,1.77,2.64,3.54,4.44,5.35,,,,,,,,,,,,,
7,0.97,1.77,2.64,3.54,4.44,5.35,6.27,,,,,,,,,,,,
8,0.97,1.77,2.64,3.54,4.44,5.35,6.27,7.18,,,,,,,,,,,
9,0.97,1.77,2.64,3.54,4.44,5.35,6.27,7.18,8.11,,,,,,,,,,
10,0.97,1.77,2.64,3.54,4.44,5.35,6.27,7.18,8.11,9.03,,,,,,,,,
11,0.97,1.77,2.64,3.54,4.44,5.35,6.27,7.18,8.11,9.03,9.96,,,,,,,,
12,0.97,1.77,2.64,3.54,4.44,5.35,6.27,7.18,8.11,9.03,9.96,10.89,,,,,,,
13,0.97,1.77,2.64,3.54,4.44,5.35,6.27,7.18,8.11,9.03,9.96,10.89,11.83,,,,,,
14,0.97,1.77,2.64,3.54,4.44,5.35,6.27,7.18,8.11,9.03,9.96,10.89,11.82,12.76,,,,,
15,0.97,1.77,2.64,3.54,4.44,5.35,6.26,7.18,8.10,9.03,9.96,10.89,11.82,12.76,13.70,,,,
16,0.96,1.77,2.63,3.53,4.44,5.34,6.26,7.18,8.10,9.02,9.95,10.88,11.82,12.75,13.69,14.63,,,
17,0.95,1.75,2.61,3.51,4.41,5.32,6.23,7.14,8.06,8.99,9.92,10.85,11.78,12.71,13.65,14.59,15.53,,
18,0.88,1.65,2.49,3.38,4.27,5.17,6.07,6.98,7.90,8.82,9.74,10.66,11.59,12.52,13.45,14.39,15.32,16.26,
19,0.55,1.30,2.09,2.90,3.74,4.58,5.44,6.31,7.19,8.08,8.97,9.86,10.76,11.67,12.57,13.48,14.40,15.31,16.23
