i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.40,,,,,,,,,,,,,,,,,,
2,0.40,1.31,,,,,,,,,,,,,,,,,
3,0.40,1.31,2.24,,,,,,,,,,,,,,,,
4,0.40,1.31,2.24,3.19,,,,,,,,,,,,,,,
5,0.40,1.31,2.24,3.19,4.14,,,,,,,,,,,,,,
6,0.40,1.31,2.24,3.19,4.14,5.09,,,,,,,,,,,,,
7,0.40,1.31,2.24,3.19,4.14,5.09,6.05,,,,,,,,,,,,
8,0.40,1.31,2.24,3.19,4.14,5.09,6.05,7.01,,,,,,,,,,,
9,0.40,1.31,2.24,3.19,4.14,5.09,6.05,7.01,7.97,,,,,,,,,,
10,0.40,1.31,2.24,3.19,4.14,5.09,6.05,7.01,7.97,8.94,,,,,,,,,
11,0.40,1.31,2.24,3.19,4.14,5.09,6.05,7.01,7.97,8.94,9.90,,,,,,,,
12,0.40,1.31,2.24,3.19,4.14,5.09,6.05,7.01,7.97,8.94,9.90,10.87,,,,,,,
13,0.40,1.31,2.24,3.19,4.14,5.09,6.05,7.01,7.97,8.94,9.90,10.87,11.84,,,,,,
14,0.40,1.31,2.24,3.19,4.14,5.09,6.05,7.01,7.97,8.94,9.90,10.87,11.84,12.81,,,,,
15,0.40,1.31,2.24,3.19,4.14,5.09,6.05,7.01,7.97,8.94,9.90,10.87,11.84,12.81,13.78,,,,
16,0.40,1.31,2.24,3.19,4.14,5.09,6.05,7.01,7.97,8.94,9.90,10.87,11.84,12.81,13.78,14.75,,,
17,0.40,1.31,2.24,3.19,4.14,5.09,6.05,7.01,7.97,8.94,9.90,10.87,11.84,12.81,13.78,14.75,15.72,,
18,0.39,1.30,2.23,3.17,4.12,5.08,6.03,6.99,7.95,8.92,9.88,10.85,11.82,12.79,13.76,14.73,15.70,16.68,
19,0.32,1.21,2.13,3.05,3.99,4.93,5.88,6.83,7.79,8.75,9.70,10.67,11.63,12.59,13.56,14.52,15.49,16.46,17.43
