i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,7.50,,,,,,,,,,,,,,,,,,,
2,7.10,7.64,,,,,,,,,,,,,,,,,,
3,6.70,7.24,7.69,,,,,,,,,,,,,,,,,
4,6.30,6.83,7.29,7.72,,,,,,,,,,,,,,,,
5,5.89,6.43,6.88,7.31,7.73,,,,,,,,,,,,,,,
6,5.49,6.03,6.48,6.91,7.33,7.73,,,,,,,,,,,,,,
7,5.09,5.62,6.08,6.51,6.92,7.33,7.72,,,,,,,,,,,,,
8,4.68,5.22,5.68,6.11,6.52,6.92,7.32,7.70,,,,,,,,,,,,
9,4.28,4.82,5.27,5.70,6.12,6.52,6.91,7.30,7.68,,,,,,,,,,,
10,3.88,4.42,4.87,5.30,5.71,6.12,6.51,6.90,7.28,7.66,,,,,,,,,,
11,3.48,4.01,4.47,4.90,5.31,5.72,6.11,6.50,6.88,7.25,7.63,,,,,,,,,
12,3.07,3.61,4.06,4.50,4.91,5.31,5.71,6.09,6.47,6.85,7.22,7.59,,,,,,,,
13,2.67,3.21,3.66,4.09,4.51,4.91,5.30,5.69,6.07,6.45,6.82,7.19,7.56,,,,,,,
14,2.27,2.81,3.26,3.69,4.10,4.51,4.90,5.29,5.67,6.05,6.42,6.79,7.15,7.52,,,,,,
15,1.87,2.40,2.86,3.29,3.70,4.10,4.50,4.88,5.27,5.64,6.02,6.38,6.75,7.11,7.47,,,,,
16,1.46,2.00,2.45,2.88,3.30,3.70,4.09,4.48,4.86,5.24,5.61,5.98,6.35,6.71,7.07,7.43,,,,
17,1.06,1.60,2.05,2.48,2.89,3.29,3.69,4.07,4.46,4.83,5.20,5.57,5.94,6.30,6.66,7.02,7.38,,,
18,0.66,1.19,1.64,2.06,2.47,2.87,3.26,3.65,4.03,4.40,4.77,5.14,5.50,5.87,6.22,6.58,6.94,7.29,,
19,0.28,0.77,1.19,1.60,1.99,2.38,2.75,3.12,3.49,3.85,4.22,4.57,4.93,5.28,5.63,5.98,6.33,6.68,7.02,
20,0.00,0.33,0.63,0.93,1.23,1.53,1.83,2.13,2.43,2.73,3.03,3.33,3.63,3.93,4.23,4.53,4.83,5.13,5.43,5.73
