i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,6.38,,,,,,,,,,,,,,,,,,,
2,6.04,6.50,,,,,,,,,,,,,,,,,,
3,5.70,6.16,6.58,,,,,,,,,,,,,,,,,
4,5.35,5.81,6.24,6.65,,,,,,,,,,,,,,,,
5,5.01,5.47,5.90,6.30,6.69,,,,,,,,,,,,,,,
6,4.67,5.13,5.55,5.96,6.35,6.73,,,,,,,,,,,,,,
7,4.32,4.78,5.21,5.62,6.01,6.39,6.76,,,,,,,,,,,,,
8,3.98,4.44,4.87,5.27,5.66,6.04,6.42,6.79,,,,,,,,,,,,
9,3.64,4.10,4.52,4.93,5.32,5.70,6.08,6.44,6.81,,,,,,,,,,,
10,3.29,3.75,4.18,4.59,4.98,5.36,5.73,6.10,6.46,6.83,,,,,,,,,,
11,2.95,3.41,3.84,4.24,4.63,5.01,5.39,5.76,6.12,6.48,6.84,,,,,,,,,
12,2.61,3.07,3.49,3.90,4.29,4.67,5.05,5.41,5.78,6.14,6.50,6.85,,,,,,,,
13,2.26,2.72,3.15,3.56,3.95,4.33,4.70,5.07,5.44,5.80,6.15,6.51,6.86,,,,,,,
14,1.92,2.38,2.81,3.21,3.60,3.98,4.36,4.73,5.09,5.45,5.81,6.16,6.52,6.87,,,,,,
15,1.58,2.04,2.46,2.87,3.26,3.64,4.02,4.38,4.75,5.11,5.47,5.82,6.17,6.52,6.87,,,,,
16,1.23,1.69,2.12,2.53,2.92,3.30,3.67,4.04,4.40,4.77,5.12,5.48,5.83,6.18,6.53,6.87,,,,
17,0.89,1.35,1.78,2.18,2.57,2.95,3.33,3.70,4.06,4.42,4.78,5.13,5.48,5.83,6.18,6.53,6.87,,,
18,0.55,1.00,1.43,1.83,2.22,2.60,2.97,3.34,3.70,4.06,4.42,4.77,5.12,5.47,5.81,6.16,6.50,6.85,,
19,0.23,0.65,1.06,1.45,1.82,2.19,2.55,2.91,3.26,3.62,3.96,4.31,4.66,5.00,5.34,5.68,6.02,6.36,6.69,
20,0.00,0.28,0.58,0.88,1.18,1.48,1.78,2.08,2.38,2.68,2.98,3.28,3.58,3.88,4.18,4.48,4.78,5.08,5.38,5.68
