i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,5.06,,,,,,,,,,,,,,,,,,,
2,4.79,5.22,,,,,,,,,,,,,,,,,,
3,4.52,4.95,5.34,,,,,,,,,,,,,,,,,
4,4.25,4.67,5.07,5.45,,,,,,,,,,,,,,,,
5,3.98,4.40,4.80,5.18,5.55,,,,,,,,,,,,,,,
6,3.71,4.13,4.53,4.91,5.27,5.64,,,,,,,,,,,,,,
7,3.44,3.86,4.26,4.63,5.00,5.36,5.72,,,,,,,,,,,,,
8,3.17,3.59,3.99,4.36,4.73,5.09,5.45,5.80,,,,,,,,,,,,
9,2.90,3.32,3.71,4.09,4.46,4.82,5.18,5.53,5.88,,,,,,,,,,,
10,2.63,3.05,3.44,3.82,4.19,4.55,4.91,5.26,5.61,5.96,,,,,,,,,,
11,2.36,2.78,3.17,3.55,3.92,4.28,4.64,4.99,5.34,5.68,6.03,,,,,,,,,
12,2.08,2.51,2.90,3.28,3.65,4.01,4.37,4.72,5.07,5.41,5.76,6.10,,,,,,,,
13,1.81,2.24,2.63,3.01,3.38,3.74,4.10,4.45,4.80,5.14,5.49,5.83,6.17,,,,,,,
14,1.54,1.97,2.36,2.74,3.11,3.47,3.82,4.18,4.53,4.87,5.22,5.56,5.90,6.23,,,,,,
15,1.27,1.69,2.09,2.47,2.84,3.20,3.55,3.91,4.25,4.60,4.94,5.29,5.63,5.96,6.30,,,,,
16,1.00,1.42,1.82,2.20,2.57,2.93,3.28,3.63,3.98,4.33,4.67,5.01,5.35,5.69,6.03,6.36,,,,
17,0.73,1.15,1.55,1.93,2.29,2.65,3.01,3.36,3.71,4.06,4.40,4.74,5.08,5.42,5.76,6.09,6.43,,,
18,0.46,0.88,1.27,1.65,2.02,2.38,2.73,3.08,3.43,3.78,4.12,4.46,4.80,5.14,5.47,5.81,6.14,6.47,,
19,0.20,0.60,0.98,1.35,1.71,2.06,2.41,2.76,3.10,3.44,3.78,4.11,4.45,4.78,5.12,5.45,5.78,6.11,6.44,
20,0.00,0.30,0.60,0.90,1.20,1.50,1.80,2.10,2.40,2.70,3.00,3.30,3.60,3.90,4.20,4.50,4.80,5.10,5.40,5.70
