i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,8.87,,,,,,,,,,,,,,,,,,,
2,8.40,9.07,,,,,,,,,,,,,,,,,,
3,7.93,8.61,9.08,,,,,,,,,,,,,,,,,
4,7.46,8.14,8.61,9.07,,,,,,,,,,,,,,,,
5,7.00,7.67,8.14,8.60,9.04,,,,,,,,,,,,,,,
6,6.53,7.21,7.68,8.13,8.57,9.00,,,,,,,,,,,,,,
7,6.06,6.74,7.21,7.67,8.11,8.53,8.95,,,,,,,,,,,,,
8,5.60,6.27,6.74,7.20,7.64,8.06,8.48,8.89,,,,,,,,,,,,
9,5.13,5.80,6.28,6.73,7.17,7.60,8.01,8.42,8.83,,,,,,,,,,,
10,4.66,5.34,5.81,6.27,6.70,7.13,7.55,7.96,8.36,8.76,,,,,,,,,,
11,4.20,4.87,5.34,5.80,6.24,6.66,7.08,7.49,7.89,8.29,8.68,,,,,,,,,
12,3.73,4.40,4.88,5.33,5.77,6.20,6.61,7.02,7.42,7.82,8.21,8.60,,,,,,,,
13,3.26,3.94,4.41,4.86,5.30,5.73,6.15,6.56,6.96,7.35,7.75,8.13,8.52,,,,,,,
14,2.79,3.47,3.94,4.40,4.84,5.26,5.68,6.09,6.49,6.89,7.28,7.67,8.05,8.43,,,,,,
15,2.33,3.00,3.47,3.93,4.37,4.80,5.21,5.62,6.02,6.42,6.81,7.20,7.58,7.96,8.34,,,,,
16,1.86,2.53,3.01,3.46,3.90,4.33,4.74,5.15,5.55,5.95,6.34,6.73,7.11,7.49,7.87,8.25,,,,
17,1.39,2.07,2.54,2.99,3.43,3.85,4.27,4.68,5.08,5.47,5.86,6.25,6.63,7.01,7.39,7.77,8.14,,,
18,0.92,1.59,2.05,2.50,2.93,3.35,3.76,4.17,4.57,4.96,5.35,5.73,6.11,6.49,6.86,7.24,7.61,7.97,,
19,0.42,1.07,1.50,1.92,2.33,2.73,3.12,3.51,3.89,4.27,4.65,5.02,5.39,5.75,6.12,6.48,6.84,7.19,7.55,
20,0.00,0.48,0.78,1.08,1.38,1.68,1.98,2.28,2.58,2.88,3.18,3.48,3.78,4.08,4.38,4.68,4.98,5.28,5.58,5.88
