i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.98,,,,,,,,,,,,,,,,,,
2,0.98,1.78,,,,,,,,,,,,,,,,,
3,0.98,1.78,2.64,,,,,,,,,,,,,,,,
4,0.98,1.78,2.64,3.54,,,,,,,,,,,,,,,
5,0.98,1.78,2.64,3.54,4.45,,,,,,,,,,,,,,
6,0.98,1.78,2.64,3.54,4.45,5.36,,,,,,,,,,,,,
7,0.98,1.78,2.64,3.54,4.45,5.36,6.27,,,,,,,,,,,,
8,0.98,1.78,2.64,3.54,4.45,5.36,6.27,7.19,,,,,,,,,,,
9,0.98,1.78,2.64,3.54,4.45,5.36,6.27,7.19,8.11,,,,,,,,,,
10,0.98,1.78,2.64,3.54,4.45,5.36,6.27,7.19,8.11,9.03,,,,,,,,,
11,0.98,1.78,2.64,3.54,4.45,5.36,6.27,7.19,8.11,9.03,9.96,,,,,,,,
12,0.98,1.78,2.64,3.54,4.45,5.36,6.27,7.19,8.11,9.03,9.96,10.89,,,,,,,
13,0.98,1.78,2.64,3.54,4.45,5.36,6.27,7.19,8.11,9.03,9.96,10.89,11.83,,,,,,
14,0.98,1.78,2.64,3.54,4.45,5.36,6.27,7.19,8.11,9.03,9.96,10.89,11.82,12.76,,,,,
15,0.98,1.78,2.64,3.54,4.45,5.35,6.27,7.19,8.11,9.03,9.96,10.89,11.82,12.76,13.69,,,,
16,0.98,1.77,2.64,3.54,4.44,5.35,6.26,7.18,8.10,9.02,9.95,10.88,11.81,12.75,13.69,14.62,,,
17,0.96,1.75,2.61,3.51,4.41,5.32,6.23,7.15,8.07,8.99,9.91,10.84,11.78,12.71,13.64,14.58,15.52,,
18,0.89,1.66,2.49,3.38,4.27,5.17,6.07,6.98,7.89,8.81,9.73,10.65,11.58,12.51,13.44,14.37,15.31,16.24,
19,0.54,1.29,2.08,2.89,3.72,4.57,5.43,6.30,7.17,8.06,8.94,9.84,10.74,11.64,12.54,13.45,14.36,15.28,16.20
