i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,3.19,,,,,,,,,,,,,,,,,,,
2,3.01,3.22,,,,,,,,,,,,,,,,,,
3,2.84,3.04,3.41,,,,,,,,,,,,,,,,,
4,2.67,2.87,3.23,3.58,,,,,,,,,,,,,,,,
5,2.49,2.69,3.06,3.41,3.75,,,,,,,,,,,,,,,
6,2.32,2.52,2.88,3.24,3.58,3.92,,,,,,,,,,,,,,
7,2.14,2.34,2.71,3.06,3.41,3.74,4.08,,,,,,,,,,,,,
8,1.97,2.17,2.54,2.89,3.23,3.57,3.91,4.24,,,,,,,,,,,,
9,1.80,2.00,2.36,2.71,3.06,3.40,3.73,4.06,4.40,,,,,,,,,,,
10,1.62,1.82,2.19,2.54,2.88,3.22,3.56,3.89,4.22,4.55,,,,,,,,,,
11,1.45,1.65,2.01,2.36,2.71,3.05,3.38,3.72,4.05,4.38,4.70,,,,,,,,,
12,1.27,1.47,1.84,2.19,2.53,2.87,3.21,3.54,3.87,4.20,4.53,4.86,,,,,,,,
13,1.10,1.30,1.66,2.02,2.36,2.70,3.04,3.37,3.70,4.03,4.36,4.69,4.82,,,,,,,
14,0.92,1.13,1.49,1.84,2.19,2.53,2.86,3.19,3.52,3.85,4.18,4.51,4.68,-1.52,,,,,,
15,0.75,0.95,1.32,1.67,2.01,2.35,2.69,3.02,3.35,3.68,4.01,4.34,4.55,-0.46,-408.19,,,,,
16,0.58,0.78,1.14,1.49,1.84,2.18,2.51,2.85,3.18,3.51,3.83,4.17,4.41,0.59,-315.29,-4053.27,,,,
17,0.40,0.60,0.97,1.32,1.66,2.00,2.34,2.67,3.00,3.33,3.66,3.99,4.28,1.64,-222.40,-2898.59,-37649.21,,,
18,0.23,0.43,0.79,1.14,1.49,1.83,2.16,2.49,2.83,3.15,3.48,3.82,4.13,2.69,-129.72,-1745.25,-22655.15,405348.55,,
19,0.07,0.25,0.61,0.96,1.30,1.64,1.97,2.30,2.62,2.95,3.28,3.60,3.94,3.75,-32.10,-515.98,-6673.70,100809.12,-21803356.92,
20,0.00,0.09,0.39,0.69,0.99,1.29,1.59,1.89,2.19,2.49,2.79,3.09,3.39,3.69,3.99,4.29,4.59,4.89,5.19,5.49
