i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.54,,,,,,,,,,,,,,,,,,
2,0.54,1.34,,,,,,,,,,,,,,,,,
3,0.54,1.34,2.22,,,,,,,,,,,,,,,,
4,0.54,1.34,2.22,3.08,,,,,,,,,,,,,,,
5,0.54,1.34,2.22,3.08,3.96,,,,,,,,,,,,,,
6,0.54,1.34,2.22,3.08,3.96,4.86,,,,,,,,,,,,,
7,0.54,1.34,2.22,3.08,3.96,4.86,5.77,,,,,,,,,,,,
8,0.54,1.34,2.22,3.08,3.96,4.86,5.77,6.68,,,,,,,,,,,
9,0.54,1.34,2.22,3.08,3.96,4.86,5.77,6.68,7.60,,,,,,,,,,
10,0.54,1.34,2.22,3.08,3.96,4.86,5.77,6.68,7.60,8.53,,,,,,,,,
11,0.54,1.34,2.22,3.08,3.96,4.86,5.77,6.68,7.60,8.53,9.45,,,,,,,,
12,0.54,1.34,2.22,3.08,3.96,4.86,5.77,6.68,7.60,8.53,9.45,10.39,,,,,,,
13,0.54,1.34,2.22,3.08,3.96,4.86,5.77,6.68,7.60,8.53,9.45,10.39,11.32,,,,,,
14,0.54,1.34,2.22,3.08,3.96,4.86,5.77,6.68,7.60,8.53,9.45,10.39,11.32,12.26,,,,,
15,0.54,1.34,2.22,3.08,3.96,4.86,5.76,6.68,7.60,8.52,9.45,10.38,11.32,12.26,13.19,,,,
16,0.53,1.34,2.22,3.07,3.96,4.85,5.76,6.67,7.59,8.52,9.45,10.38,11.31,12.25,13.19,14.13,,,
17,0.52,1.32,2.20,3.06,3.94,4.83,5.74,6.65,7.57,8.49,9.42,10.35,11.28,12.22,13.16,14.09,15.04,,
18,0.47,1.25,2.09,2.95,3.83,4.71,5.61,6.51,7.43,8.34,9.27,10.19,11.12,12.05,12.98,13.92,14.86,15.80,
19,0.32,0.99,1.74,2.53,3.35,4.19,5.05,5.92,6.80,7.68,8.57,9.47,10.37,11.28,12.19,13.10,14.02,14.94,15.86
