i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,4.20,,,,,,,,,,,,,,,,,,,
2,3.97,4.25,,,,,,,,,,,,,,,,,,
3,3.74,4.02,4.40,,,,,,,,,,,,,,,,,
4,3.52,3.79,4.17,4.54,,,,,,,,,,,,,,,,
5,3.29,3.56,3.95,4.31,4.67,,,,,,,,,,,,,,,
6,3.06,3.33,3.72,4.09,4.45,4.80,,,,,,,,,,,,,,
7,2.83,3.10,3.49,3.86,4.22,4.57,4.92,,,,,,,,,,,,,
8,2.60,2.87,3.26,3.63,3.99,4.34,4.69,5.03,,,,,,,,,,,,
9,2.37,2.64,3.03,3.40,3.76,4.11,4.46,4.80,5.15,,,,,,,,,,,
10,2.14,2.42,2.80,3.17,3.53,3.88,4.23,4.58,4.92,5.26,,,,,,,,,,
11,1.92,2.19,2.57,2.94,3.30,3.65,4.00,4.35,4.69,5.03,5.36,,,,,,,,,
12,1.69,1.96,2.34,2.71,3.07,3.43,3.77,4.12,4.46,4.80,5.14,5.47,,,,,,,,
13,1.46,1.73,2.12,2.49,2.84,3.20,3.55,3.89,4.23,4.57,4.91,5.24,5.57,,,,,,,
14,1.23,1.50,1.89,2.26,2.62,2.97,3.32,3.66,4.00,4.34,4.68,5.01,5.35,5.68,,,,,,
15,1.00,1.27,1.66,2.03,2.39,2.74,3.09,3.43,3.77,4.11,4.45,4.78,5.12,5.45,5.78,,,,,
16,0.77,1.04,1.43,1.80,2.16,2.51,2.86,3.20,3.54,3.88,4.22,4.56,4.89,5.22,5.55,5.88,,,,
17,0.54,0.81,1.20,1.57,1.93,2.28,2.63,2.97,3.32,3.65,3.99,4.33,4.66,4.99,5.32,5.65,5.98,,,
18,0.32,0.59,0.97,1.34,1.70,2.05,2.40,2.74,3.08,3.42,3.76,4.09,4.42,4.75,5.09,5.41,5.74,6.08,,
19,0.11,0.36,0.73,1.09,1.44,1.79,2.13,2.47,2.81,3.14,3.48,3.81,4.14,4.47,4.79,5.12,5.45,5.77,6.11,
20,0.00,0.13,0.43,0.73,1.03,1.33,1.63,1.93,2.23,2.53,2.83,3.13,3.43,3.73,4.03,4.33,4.63,4.93,5.23,5.53
