i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.53,,,,,,,,,,,,,,,,,,
2,0.53,1.38,,,,,,,,,,,,,,,,,
3,0.53,1.38,2.27,,,,,,,,,,,,,,,,
4,0.53,1.38,2.27,3.17,,,,,,,,,,,,,,,
5,0.53,1.38,2.27,3.17,4.08,,,,,,,,,,,,,,
6,0.53,1.38,2.27,3.17,4.08,5.01,,,,,,,,,,,,,
7,0.53,1.38,2.27,3.17,4.08,5.01,5.93,,,,,,,,,,,,
8,0.53,1.38,2.27,3.17,4.08,5.01,5.93,6.86,,,,,,,,,,,
9,0.53,1.38,2.27,3.17,4.08,5.01,5.93,6.86,7.80,,,,,,,,,,
10,0.53,1.38,2.27,3.17,4.08,5.01,5.93,6.86,7.80,8.74,,,,,,,,,
11,0.53,1.38,2.27,3.17,4.08,5.01,5.93,6.86,7.80,8.74,9.68,,,,,,,,
12,0.53,1.38,2.27,3.17,4.08,5.01,5.93,6.86,7.80,8.74,9.68,10.62,,,,,,,
13,0.53,1.38,2.27,3.17,4.08,5.01,5.93,6.86,7.80,8.74,9.68,10.62,11.56,,,,,,
14,0.53,1.38,2.27,3.17,4.08,5.01,5.93,6.86,7.80,8.74,9.68,10.62,11.56,12.51,,,,,
15,0.53,1.38,2.27,3.17,4.08,5.01,5.93,6.86,7.80,8.74,9.68,10.62,11.56,12.51,13.46,,,,
16,0.53,1.38,2.27,3.17,4.08,5.00,5.93,6.86,7.79,8.73,9.67,10.62,11.56,12.51,13.46,14.40,,,
17,0.53,1.37,2.26,3.16,4.07,4.99,5.91,6.84,7.78,8.72,9.66,10.60,11.54,12.49,13.44,14.38,15.34,,
18,0.50,1.32,2.20,3.09,3.99,4.91,5.83,6.75,7.68,8.62,9.55,10.49,11.43,12.38,13.32,14.27,15.22,16.17,
19,0.35,1.09,1.90,2.74,3.61,4.48,5.37,6.27,7.18,8.09,9.00,9.92,10.84,11.77,12.70,13.63,14.56,15.50,16.43
