i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,8.08,,,,,,,,,,,,,,,,,,,
2,7.65,8.22,,,,,,,,,,,,,,,,,,
3,7.21,7.79,8.26,,,,,,,,,,,,,,,,,
4,6.78,7.36,7.83,8.27,,,,,,,,,,,,,,,,
5,6.35,6.92,7.39,7.84,8.26,,,,,,,,,,,,,,,
6,5.91,6.49,6.96,7.40,7.83,8.25,,,,,,,,,,,,,,
7,5.48,6.06,6.53,6.97,7.40,7.81,8.22,,,,,,,,,,,,,
8,5.05,5.63,6.09,6.54,6.97,7.38,7.79,8.19,,,,,,,,,,,,
9,4.62,5.19,5.66,6.11,6.53,6.95,7.35,7.75,8.15,,,,,,,,,,,
10,4.18,4.76,5.23,5.67,6.10,6.52,6.92,7.32,7.71,8.10,,,,,,,,,,
11,3.75,4.33,4.80,5.24,5.67,6.08,6.49,6.89,7.28,7.67,8.05,,,,,,,,,
12,3.32,3.89,4.36,4.81,5.23,5.65,6.06,6.45,6.85,7.23,7.62,7.99,,,,,,,,
13,2.88,3.46,3.93,4.37,4.80,5.22,5.62,6.02,6.41,6.80,7.18,7.56,7.94,,,,,,,
14,2.45,3.03,3.50,3.94,4.37,4.78,5.19,5.59,5.98,6.37,6.75,7.13,7.50,7.87,,,,,,
15,2.02,2.60,3.06,3.51,3.94,4.35,4.76,5.16,5.55,5.93,6.32,6.69,7.07,7.44,7.81,,,,,
16,1.59,2.16,2.63,3.07,3.50,3.92,4.32,4.72,5.11,5.50,5.88,6.26,6.64,7.01,7.38,7.74,,,,
17,1.16,1.73,2.20,2.64,3.07,3.48,3.89,4.28,4.67,5.06,5.44,5.82,6.19,6.57,6.93,7.30,7.66,,,
18,0.72,1.29,1.75,2.19,2.61,3.02,3.43,3.82,4.21,4.59,4.97,5.35,5.72,6.09,6.46,6.82,7.18,7.54,,
19,0.31,0.83,1.27,1.68,2.08,2.47,2.86,3.24,3.62,3.99,4.35,4.72,5.08,5.44,5.80,6.15,6.51,6.86,7.21,
20,0.00,0.36,0.66,0.96,1.26,1.56,1.86,2.16,2.46,2.76,3.06,3.36,3.66,3.96,4.26,4.56,4.86,5.16,5.46,5.76
