i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,8.02,,,,,,,,,,,,,,,,,,,
2,7.60,8.20,,,,,,,,,,,,,,,,,,
3,7.17,7.78,8.24,,,,,,,,,,,,,,,,,
4,6.75,7.35,7.81,8.25,,,,,,,,,,,,,,,,
5,6.32,6.93,7.39,7.82,8.25,,,,,,,,,,,,,,,
6,5.90,6.50,6.96,7.40,7.82,8.23,,,,,,,,,,,,,,
7,5.47,6.08,6.54,6.97,7.39,7.80,8.20,,,,,,,,,,,,,
8,5.05,5.65,6.11,6.55,6.97,7.38,7.78,8.17,,,,,,,,,,,,
9,4.62,5.22,5.68,6.12,6.54,6.95,7.35,7.75,8.13,,,,,,,,,,,
10,4.20,4.80,5.26,5.70,6.12,6.53,6.93,7.32,7.71,8.09,,,,,,,,,,
11,3.77,4.37,4.83,5.27,5.69,6.10,6.50,6.90,7.28,7.67,8.04,,,,,,,,,
12,3.34,3.95,4.41,4.85,5.27,5.68,6.08,6.47,6.86,7.24,7.62,7.99,,,,,,,,
13,2.92,3.52,3.98,4.42,4.84,5.25,5.65,6.04,6.43,6.81,7.19,7.57,7.94,,,,,,,
14,2.49,3.10,3.56,3.99,4.42,4.83,5.23,5.62,6.01,6.39,6.77,7.14,7.51,7.88,,,,,,
15,2.07,2.67,3.13,3.57,3.99,4.40,4.80,5.19,5.58,5.96,6.34,6.72,7.09,7.46,7.82,,,,,
16,1.64,2.25,2.71,3.14,3.56,3.97,4.37,4.77,5.15,5.54,5.91,6.29,6.66,7.03,7.39,7.76,,,,
17,1.22,1.82,2.28,2.71,3.13,3.54,3.94,4.34,4.72,5.10,5.48,5.86,6.23,6.60,6.96,7.32,7.69,,,
18,0.80,1.39,1.84,2.27,2.69,3.09,3.49,3.88,4.27,4.65,5.02,5.39,5.76,6.13,6.49,6.85,7.21,7.57,,
19,0.36,0.94,1.36,1.77,2.16,2.55,2.93,3.31,3.68,4.05,4.41,4.78,5.13,5.49,5.85,6.20,6.55,6.90,7.25,
20,0.00,0.42,0.72,1.02,1.32,1.62,1.92,2.22,2.52,2.82,3.12,3.42,3.72,4.02,4.32,4.62,4.92,5.22,5.52,5.82
