i,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,7.93,,,,,,,,,,,,,,,,,,,
2,7.50,8.05,,,,,,,,,,,,,,,,,,
3,7.07,7.62,8.10,,,,,,,,,,,,,,,,,
4,6.65,7.20,7.67,8.11,,,,,,,,,,,,,,,,
5,6.22,6.77,7.24,7.69,8.11,,,,,,,,,,,,,,,
6,5.79,6.34,6.82,7.26,7.69,8.10,,,,,,,,,,,,,,
7,5.36,5.91,6.39,6.83,7.26,7.67,8.08,,,,,,,,,,,,,
8,4.94,5.49,5.96,6.40,6.83,7.25,7.65,8.05,,,,,,,,,,,,
9,4.51,5.06,5.53,5.98,6.40,6.82,7.22,7.62,8.01,,,,,,,,,,,
10,4.08,4.63,5.11,5.55,5.98,6.39,6.80,7.19,7.58,7.97,,,,,,,,,,
11,3.65,4.20,4.68,5.12,5.55,5.96,6.37,6.77,7.16,7.54,7.92,,,,,,,,,
12,3.23,3.78,4.25,4.70,5.12,5.54,5.94,6.34,6.73,7.12,7.50,7.87,,,,,,,,
13,2.80,3.35,3.82,4.27,4.69,5.11,5.51,5.91,6.30,6.69,7.07,7.45,7.82,,,,,,,
14,2.37,2.92,3.40,3.84,4.27,4.68,5.09,5.48,5.88,6.26,6.64,7.02,7.39,7.76,,,,,,
15,1.94,2.49,2.97,3.41,3.84,4.25,4.66,5.06,5.45,5.83,6.21,6.59,6.97,7.34,7.70,,,,,
16,1.52,2.07,2.54,2.98,3.41,3.83,4.23,4.63,5.02,5.40,5.79,6.16,6.54,6.91,7.27,7.64,,,,
17,1.09,1.64,2.11,2.55,2.98,3.39,3.80,4.20,4.59,4.97,5.35,5.73,6.10,6.47,6.84,7.20,7.57,,,
18,0.67,1.21,1.68,2.11,2.54,2.95,3.35,3.74,4.13,4.51,4.89,5.26,5.64,6.00,6.37,6.73,7.09,7.45,,
19,0.28,0.77,1.20,1.61,2.02,2.41,2.79,3.17,3.55,3.92,4.28,4.65,5.01,5.37,5.72,6.08,6.43,6.78,7.13,
20,0.00,0.32,0.62,0.92,1.22,1.52,1.82,2.12,2.42,2.72,3.02,3.32,3.62,3.92,4.22,4.52,4.82,5.12,5.42,5.72
